,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Date_interval,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff
5164,2019-01-19,Wolves,Leicester,4,3,H,2019-01-19,4,3,6,6,-2,-3,3,0,3
5165,2019-01-20,Fulham,Tottenham,1,2,A,2019-01-26,1,2,2,2,-1,0,0,3,-3
5166,2019-01-20,Huddersfield,Man City,0,3,A,2019-01-26,0,3,3,3,-3,0,0,3,-3
5167,2019-01-29,Arsenal,Cardiff,2,1,H,2019-02-02,2,3,1,1,1,2,3,0,3
5168,2019-01-29,Fulham,Brighton,4,2,H,2019-02-02,4,2,4,4,0,-2,3,0,3
5169,2019-01-29,Huddersfield,Everton,0,1,A,2019-02-02,0,2,6,6,-6,-4,0,3,-3
5170,2019-01-29,Man United,Burnley,2,2,D,2019-02-02,2,3,2,2,0,1,1,1,0
5171,2019-01-29,Newcastle,Man City,2,1,H,2019-02-02,2,1,2,2,0,-1,3,0,3
5172,2019-01-29,Wolves,West Ham,3,0,H,2019-02-02,6,0,1,1,5,-1,3,0,3
5173,2019-01-30,Bournemouth,Chelsea,4,0,H,2019-02-02,4,5,2,2,2,3,3,0,3
5174,2019-01-30,Liverpool,Leicester,1,1,D,2019-02-02,1,1,1,1,0,0,1,1,0
5175,2019-01-30,Southampton,Crystal Palace,1,1,D,2019-02-02,2,3,2,2,0,1,1,1,0
5176,2019-01-30,Tottenham,Watford,2,1,H,2019-02-02,3,1,1,1,2,0,6,1,5
5177,2019-02-02,Brighton,Watford,0,0,D,2019-02-02,2,1,4,4,-2,-3,1,1,0
5178,2019-02-02,Burnley,Southampton,1,1,D,2019-02-02,3,2,3,3,0,-1,1,1,0
5179,2019-02-02,Cardiff,Bournemouth,2,0,H,2019-02-02,3,4,2,2,1,2,3,0,3
5180,2019-02-02,Chelsea,Huddersfield,5,0,H,2019-02-02,5,0,4,4,1,-4,3,0,3
5181,2019-02-02,Crystal Palace,Fulham,2,0,H,2019-02-02,3,4,1,1,2,3,3,0,3
5182,2019-02-02,Everton,Wolves,1,3,A,2019-02-02,2,6,3,3,-1,3,0,3,-3
5183,2019-02-02,Tottenham,Newcastle,1,0,H,2019-02-02,3,2,1,1,2,1,6,0,6
5184,2019-02-03,Leicester,Man United,0,1,A,2019-02-09,0,4,1,1,-1,3,0,6,-6
5185,2019-02-03,Man City,Arsenal,3,1,H,2019-02-09,5,3,1,1,4,2,3,3,0
5186,2019-02-04,West Ham,Liverpool,1,1,D,2019-02-09,2,4,2,2,0,2,1,1,0
5187,2019-02-06,Everton,Man City,0,2,A,2019-02-09,0,5,3,3,-3,2,0,3,-3
5188,2019-02-09,Brighton,Burnley,1,3,A,2019-02-09,1,3,3,3,-2,0,0,3,-3
5189,2019-02-09,Crystal Palace,West Ham,1,1,D,2019-02-09,1,2,1,1,0,1,1,1,0
5190,2019-02-09,Fulham,Man United,0,3,A,2019-02-09,0,4,3,3,-3,1,0,6,-6
5191,2019-02-09,Huddersfield,Arsenal,1,2,A,2019-02-09,1,3,2,2,-1,1,0,3,-3
5192,2019-02-09,Liverpool,Bournemouth,3,0,H,2019-02-09,4,0,1,1,3,-1,3,0,3
5193,2019-02-09,Southampton,Cardiff,1,2,A,2019-02-09,1,2,2,2,-1,0,0,3,-3
5194,2019-02-09,Watford,Everton,1,0,H,2019-02-09,1,0,0,0,1,0,3,0,3
5195,2019-02-10,Man City,Chelsea,6,0,H,2019-02-16,6,0,0,0,6,0,3,0,3
5196,2019-02-10,Tottenham,Leicester,3,1,H,2019-02-16,3,1,1,1,2,0,3,0,3
5197,2019-02-11,Wolves,Newcastle,1,1,D,2019-02-16,1,1,1,1,0,0,1,1,0
5198,2019-02-22,Cardiff,Watford,1,5,A,2019-02-23,1,5,5,5,-4,0,0,3,-3
5199,2019-02-22,West Ham,Fulham,3,1,H,2019-02-23,3,1,1,1,2,0,3,0,3
5200,2019-02-23,Bournemouth,Wolves,1,1,D,2019-02-23,1,1,1,1,0,0,1,1,0
5201,2019-02-23,Burnley,Tottenham,2,1,H,2019-02-23,2,1,1,1,1,0,3,0,3
5202,2019-02-23,Leicester,Crystal Palace,1,4,A,2019-02-23,1,4,4,4,-3,0,0,3,-3
5203,2019-02-23,Newcastle,Huddersfield,2,0,H,2019-02-23,2,0,0,0,2,0,3,0,3
5204,2019-02-24,Arsenal,Southampton,2,0,H,2019-03-02,8,4,2,2,6,2,6,0,6
5205,2019-02-24,Man United,Liverpool,0,0,D,2019-03-02,6,5,3,3,3,2,4,1,3
5206,2019-02-26,Cardiff,Everton,0,3,A,2019-03-02,0,3,5,5,-5,-2,0,3,-3
5207,2019-02-26,Huddersfield,Wolves,1,0,H,2019-03-02,1,2,1,1,0,1,3,0,3
5208,2019-02-26,Leicester,Brighton,2,1,H,2019-03-02,2,2,1,1,1,1,3,0,3
5209,2019-02-26,Newcastle,Burnley,2,0,H,2019-03-02,2,1,2,2,0,-1,3,0,3
5210,2019-02-27,Arsenal,Bournemouth,5,1,H,2019-03-02,8,1,2,2,6,-1,6,0,6
5211,2019-02-27,Chelsea,Tottenham,2,0,H,2019-03-02,2,1,0,0,2,1,3,0,3
5212,2019-02-27,Crystal Palace,Man United,1,3,A,2019-03-02,4,6,4,4,0,2,0,3,-3
5213,2019-02-27,Liverpool,Watford,5,0,H,2019-03-02,5,0,0,0,5,0,3,0,3
5214,2019-02-27,Man City,West Ham,1,0,H,2019-03-02,2,2,0,0,2,2,3,0,3
5215,2019-02-27,Southampton,Fulham,2,0,H,2019-03-02,4,0,5,5,-1,-5,3,0,3
5216,2019-03-02,Bournemouth,Man City,0,1,A,2019-03-02,1,2,6,6,-5,-4,0,3,-3
5217,2019-03-02,Brighton,Huddersfield,1,0,H,2019-03-02,2,1,2,2,0,-1,3,0,3
5218,2019-03-02,Burnley,Crystal Palace,1,3,A,2019-03-02,1,4,5,5,-4,-1,0,3,-3
5219,2019-03-02,Man United,Southampton,3,2,H,2019-03-02,6,4,3,3,3,1,4,0,4
5220,2019-03-02,Tottenham,Arsenal,1,1,D,2019-03-02,1,8,3,3,-2,5,1,1,0
5221,2019-03-02,West Ham,Newcastle,2,0,H,2019-03-02,2,2,1,1,1,1,3,0,3
5222,2019-03-02,Wolves,Cardiff,2,0,H,2019-03-02,2,0,1,1,1,-1,3,0,3
5223,2019-03-03,Everton,Liverpool,0,0,D,2019-03-09,2,0,3,3,-1,-3,1,1,0
5224,2019-03-03,Fulham,Chelsea,1,2,A,2019-03-09,2,2,5,5,-3,-3,0,3,-3
5225,2019-03-03,Watford,Leicester,2,1,H,2019-03-09,3,4,4,4,-1,0,3,0,3
5226,2019-03-09,Cardiff,West Ham,2,0,H,2019-03-09,2,0,0,0,2,0,3,0,3
5227,2019-03-09,Crystal Palace,Brighton,1,2,A,2019-03-09,1,2,2,2,-1,0,0,3,-3
5228,2019-03-09,Huddersfield,Bournemouth,0,2,A,2019-03-09,0,2,2,2,-2,0,0,3,-3
5229,2019-03-09,Leicester,Fulham,3,1,H,2019-03-09,4,2,3,3,1,-1,3,0,3
5230,2019-03-09,Man City,Watford,3,1,H,2019-03-09,3,3,1,1,2,2,3,0,3
5231,2019-03-09,Newcastle,Everton,3,2,H,2019-03-09,3,2,2,2,1,0,3,0,3
5232,2019-03-09,Southampton,Tottenham,2,1,H,2019-03-09,2,1,1,1,1,0,3,0,3
5233,2019-03-10,Arsenal,Man United,2,0,H,2019-03-16,2,0,0,0,2,0,3,0,3
5234,2019-03-10,Chelsea,Wolves,1,1,D,2019-03-16,1,1,1,1,0,0,1,1,0
5235,2019-03-10,Liverpool,Burnley,4,2,H,2019-03-16,4,3,2,2,2,1,3,0,3
5236,2019-03-16,Bournemouth,Newcastle,2,2,D,2019-03-16,2,2,2,2,0,0,1,1,0
5237,2019-03-16,Burnley,Leicester,1,2,A,2019-03-16,3,2,6,6,-3,-4,0,3,-3
5238,2019-03-16,West Ham,Huddersfield,4,3,H,2019-03-16,4,3,3,3,1,0,3,0,3
5239,2019-03-17,Everton,Chelsea,2,0,H,2019-03-23,2,0,0,0,2,0,3,0,3
5240,2019-03-17,Fulham,Liverpool,1,2,A,2019-03-23,1,2,2,2,-1,0,0,3,-3
5241,2019-03-30,Brighton,Southampton,0,1,A,2019-03-30,0,1,1,1,-1,0,0,3,-3
5242,2019-03-30,Burnley,Wolves,2,0,H,2019-03-30,2,0,0,0,2,0,3,0,3
5243,2019-03-30,Crystal Palace,Huddersfield,2,0,H,2019-03-30,2,0,0,0,2,0,3,0,3
5244,2019-03-30,Fulham,Man City,0,2,A,2019-03-30,0,2,2,2,-2,0,0,3,-3
5245,2019-03-30,Leicester,Bournemouth,2,0,H,2019-03-30,2,0,0,0,2,0,3,0,3
5246,2019-03-30,Man United,Watford,2,1,H,2019-03-30,2,1,1,1,1,0,3,0,3
5247,2019-03-30,West Ham,Everton,0,2,A,2019-03-30,0,2,2,2,-2,0,0,3,-3
5248,2019-03-31,Cardiff,Chelsea,1,2,A,2019-04-06,1,5,4,4,-3,1,0,3,-3
5249,2019-03-31,Liverpool,Tottenham,2,1,H,2019-04-06,5,3,2,2,3,1,3,0,3
5250,2019-04-01,Arsenal,Newcastle,2,0,H,2019-04-06,2,0,0,0,2,0,3,0,3
5251,2019-04-02,Watford,Fulham,4,1,H,2019-04-06,4,1,1,1,3,0,3,0,3
5252,2019-04-02,Wolves,Man United,2,1,H,2019-04-06,2,1,1,1,1,0,3,0,3
5253,2019-04-03,Chelsea,Brighton,3,0,H,2019-04-06,5,0,1,1,4,-1,3,0,3
5254,2019-04-03,Man City,Cardiff,2,0,H,2019-04-06,2,1,0,0,2,1,3,0,3
5255,2019-04-03,Tottenham,Crystal Palace,2,0,H,2019-04-06,3,1,2,2,1,-1,3,3,0
5256,2019-04-05,Southampton,Liverpool,1,3,A,2019-04-06,1,5,3,3,-2,2,0,3,-3
5257,2019-04-06,Bournemouth,Burnley,1,3,A,2019-04-06,1,3,3,3,-2,0,0,3,-3
5258,2019-04-06,Huddersfield,Leicester,1,4,A,2019-04-06,1,4,4,4,-3,0,0,3,-3
5259,2019-04-06,Newcastle,Crystal Palace,0,1,A,2019-04-06,0,1,3,3,-3,-2,0,3,-3
5260,2019-04-07,Everton,Arsenal,1,0,H,2019-04-13,1,0,2,2,-1,-2,3,0,3
5261,2019-04-08,Chelsea,West Ham,2,0,H,2019-04-13,2,1,0,0,2,1,3,0,3
5262,2019-04-12,Leicester,Newcastle,0,1,A,2019-04-13,0,1,1,1,-1,0,0,3,-3
5263,2019-04-13,Brighton,Bournemouth,0,5,A,2019-04-13,0,5,5,5,-5,0,0,3,-3
5264,2019-04-13,Burnley,Cardiff,2,0,H,2019-04-13,2,0,0,0,2,0,3,0,3
5265,2019-04-13,Fulham,Everton,2,0,H,2019-04-13,2,1,0,0,2,1,3,0,3
5266,2019-04-13,Man United,West Ham,2,1,H,2019-04-13,2,1,1,1,1,0,3,0,3
5267,2019-04-13,Southampton,Wolves,3,1,H,2019-04-13,3,1,1,1,2,0,3,0,3
5268,2019-04-13,Tottenham,Huddersfield,4,0,H,2019-04-13,4,0,0,0,4,0,3,0,3
5269,2019-04-14,Crystal Palace,Man City,1,3,A,2019-04-20,1,4,3,3,-2,1,0,3,-3
5270,2019-04-14,Liverpool,Chelsea,2,0,H,2019-04-20,2,0,0,0,2,0,3,0,3
5271,2019-04-15,Watford,Arsenal,0,1,A,2019-04-20,2,1,2,2,0,-1,0,3,-3
5272,2019-04-16,Brighton,Cardiff,0,2,A,2019-04-20,0,2,2,2,-2,0,0,3,-3
5273,2019-04-20,Bournemouth,Fulham,0,1,A,2019-04-20,0,1,1,1,-1,0,0,3,-3
5274,2019-04-20,Huddersfield,Watford,1,2,A,2019-04-20,1,2,2,2,-1,0,0,3,-3
5275,2019-04-20,Man City,Tottenham,1,0,H,2019-04-20,4,0,1,1,3,-1,3,0,3
5276,2019-04-20,Newcastle,Southampton,3,1,H,2019-04-20,3,1,1,1,2,0,3,0,3
5277,2019-04-20,West Ham,Leicester,2,2,D,2019-04-20,2,2,2,2,0,0,1,1,0
5278,2019-04-20,Wolves,Brighton,0,0,D,2019-04-20,0,0,0,0,0,0,1,1,0
5279,2019-04-21,Arsenal,Crystal Palace,2,3,A,2019-04-27,3,3,6,6,-3,-3,0,3,-3
5280,2019-04-21,Cardiff,Liverpool,0,2,A,2019-04-27,0,7,3,3,-3,4,0,3,-3
5281,2019-04-21,Everton,Man United,4,0,H,2019-04-27,4,0,0,0,4,0,3,0,3
5282,2019-04-22,Chelsea,Burnley,2,2,D,2019-04-27,2,2,2,2,0,0,1,1,0
5283,2019-04-23,Tottenham,Brighton,1,0,H,2019-04-27,1,1,1,1,0,0,3,0,3
5284,2019-04-23,Watford,Southampton,1,1,D,2019-04-27,2,4,3,3,-1,1,1,1,0
5285,2019-04-24,Man United,Man City,0,2,A,2019-04-27,0,2,6,6,-6,-4,0,3,-3
5286,2019-04-24,Wolves,Arsenal,3,1,H,2019-04-27,5,3,2,2,3,1,3,0,3
5287,2019-04-26,Liverpool,Huddersfield,5,0,H,2019-04-27,7,0,0,0,7,0,3,0,3
5288,2019-04-27,Brighton,Newcastle,1,1,D,2019-04-27,1,1,2,2,-1,-1,1,1,0
5289,2019-04-27,Crystal Palace,Everton,0,0,D,2019-04-27,3,4,2,2,1,2,1,1,0
5290,2019-04-27,Fulham,Cardiff,1,0,H,2019-04-27,1,0,0,0,1,0,3,0,3
5291,2019-04-27,Southampton,Bournemouth,3,3,D,2019-04-27,4,3,4,4,0,-1,1,1,0
5292,2019-04-27,Tottenham,West Ham,0,1,A,2019-04-27,1,1,1,1,0,0,3,3,0
5293,2019-04-27,Watford,Wolves,1,2,A,2019-04-27,2,5,3,3,-1,2,1,3,-2
5294,2019-04-28,Burnley,Man City,0,1,A,2019-05-04,0,1,3,3,-3,-2,0,3,-3
5295,2019-04-28,Leicester,Arsenal,3,0,H,2019-05-04,3,0,0,0,3,0,3,0,3
5296,2019-04-28,Man United,Chelsea,1,1,D,2019-05-04,1,1,1,1,0,0,1,1,0
5297,2019-05-03,Everton,Burnley,2,0,H,2019-05-04,2,0,0,0,2,0,3,0,3
5298,2019-05-04,Bournemouth,Tottenham,1,0,H,2019-05-04,1,0,0,0,1,0,3,0,3
5299,2019-05-04,Cardiff,Crystal Palace,2,3,A,2019-05-04,2,3,3,3,-1,0,0,3,-3
5300,2019-05-04,Newcastle,Liverpool,2,3,A,2019-05-04,2,3,3,3,-1,0,0,3,-3
5301,2019-05-04,West Ham,Southampton,3,0,H,2019-05-04,3,0,0,0,3,0,3,0,3
5302,2019-05-04,Wolves,Fulham,1,0,H,2019-05-04,1,0,0,0,1,0,3,0,3
5303,2019-05-05,Arsenal,Brighton,1,1,D,2019-05-11,1,1,1,1,0,0,1,1,0
5304,2019-05-05,Chelsea,Watford,3,0,H,2019-05-11,3,0,0,0,3,0,3,0,3
5305,2019-05-05,Huddersfield,Man United,1,1,D,2019-05-11,1,1,1,1,0,0,1,1,0
5306,2019-05-06,Man City,Leicester,1,0,H,2019-05-11,1,0,0,0,1,0,3,0,3
5307,2019-05-12,Brighton,Man City,1,4,A,2019-05-18,1,4,4,4,-3,0,0,3,-3
5308,2019-05-12,Burnley,Arsenal,1,3,A,2019-05-18,1,3,3,3,-2,0,0,3,-3
5309,2019-05-12,Crystal Palace,Bournemouth,5,3,H,2019-05-18,5,3,3,3,2,0,3,0,3
5310,2019-05-12,Fulham,Newcastle,0,4,A,2019-05-18,0,4,4,4,-4,0,0,3,-3
5311,2019-05-12,Leicester,Chelsea,0,0,D,2019-05-18,0,0,0,0,0,0,1,1,0
5312,2019-05-12,Liverpool,Wolves,2,0,H,2019-05-18,2,0,0,0,2,0,3,0,3
5313,2019-05-12,Man United,Cardiff,0,2,A,2019-05-18,0,2,2,2,-2,0,0,3,-3
5314,2019-05-12,Southampton,Huddersfield,1,1,D,2019-05-18,1,1,1,1,0,0,1,1,0
5315,2019-05-12,Tottenham,Everton,2,2,D,2019-05-18,2,2,2,2,0,0,1,1,0
5316,2019-05-12,Watford,West Ham,1,4,A,2019-05-18,1,4,4,4,-3,0,0,3,-3
5317,2019-08-09,Liverpool,Norwich,4,1,H,2019-08-10,4,1,1,1,3,0,3,0,3
5318,2019-08-10,West Ham,Man City,0,5,A,2019-08-10,0,5,5,5,-5,0,0,3,-3
5319,2019-08-10,Bournemouth,Sheffield United,1,1,D,2019-08-10,1,1,1,1,0,0,1,1,0
5320,2019-08-10,Burnley,Southampton,3,0,H,2019-08-10,3,0,0,0,3,0,3,0,3
5321,2019-08-10,Crystal Palace,Everton,0,0,D,2019-08-10,0,0,0,0,0,0,1,1,0
5322,2019-08-10,Watford,Brighton,0,3,A,2019-08-10,0,3,3,3,-3,0,0,3,-3
5323,2019-08-10,Tottenham,Aston Villa,3,1,H,2019-08-10,3,1,1,1,2,0,3,0,3
5324,2019-08-11,Leicester,Wolves,0,0,D,2019-08-17,0,0,0,0,0,0,1,1,0
5325,2019-08-11,Newcastle,Arsenal,0,1,A,2019-08-17,1,3,4,4,-3,-1,0,3,-3
5326,2019-08-11,Man United,Chelsea,4,0,H,2019-08-17,4,0,0,0,4,0,3,0,3
5327,2019-08-17,Arsenal,Burnley,2,1,H,2019-08-17,3,1,1,1,2,0,3,0,3
5328,2019-08-17,Aston Villa,Bournemouth,1,2,A,2019-08-17,1,2,2,2,-1,0,0,3,-3
5329,2019-08-17,Brighton,West Ham,1,1,D,2019-08-17,1,1,1,1,0,0,1,1,0
5330,2019-08-17,Everton,Watford,1,0,H,2019-08-17,1,0,0,0,1,0,3,0,3
5331,2019-08-17,Norwich,Newcastle,3,1,H,2019-08-17,3,1,1,1,2,0,3,0,3
5332,2019-08-17,Southampton,Liverpool,1,2,A,2019-08-17,1,2,2,2,-1,0,0,3,-3
5333,2019-08-17,Man City,Tottenham,2,2,D,2019-08-17,2,2,2,2,0,0,1,1,0
5334,2019-08-18,Sheffield United,Crystal Palace,1,0,H,2019-08-24,2,2,2,2,0,0,3,3,0
5335,2019-08-18,Chelsea,Leicester,1,1,D,2019-08-24,4,3,3,3,1,0,1,4,-3
5336,2019-08-19,Wolves,Man United,1,1,D,2019-08-24,1,2,1,1,0,1,1,1,0
5337,2019-08-23,Aston Villa,Everton,2,0,H,2019-08-24,2,0,0,0,2,0,3,0,3
5338,2019-08-24,Norwich,Chelsea,2,3,A,2019-08-24,2,4,3,3,-1,1,0,3,-3
5339,2019-08-24,Brighton,Southampton,0,2,A,2019-08-24,0,2,2,2,-2,0,0,3,-3
5340,2019-08-24,Man United,Crystal Palace,1,2,A,2019-08-24,2,2,3,3,-1,-1,0,3,-3
5341,2019-08-24,Sheffield United,Leicester,1,2,A,2019-08-24,2,3,2,2,0,1,3,4,-1
5342,2019-08-24,Watford,West Ham,1,3,A,2019-08-24,1,3,3,3,-2,0,0,3,-3
5343,2019-08-24,Liverpool,Arsenal,3,1,H,2019-08-24,3,1,1,1,2,0,3,0,3
5344,2019-08-25,Bournemouth,Man City,1,3,A,2019-08-31,2,7,6,6,-4,1,0,3,-3
5345,2019-08-25,Tottenham,Newcastle,0,1,A,2019-08-31,0,2,1,1,-1,1,0,3,-3
5346,2019-08-25,Wolves,Burnley,1,1,D,2019-08-31,1,1,1,1,0,0,1,1,0
5347,2019-08-31,Southampton,Man United,1,1,D,2019-08-31,1,1,1,1,0,0,1,1,0
5348,2019-08-31,Chelsea,Sheffield United,2,2,D,2019-08-31,2,2,2,2,0,0,1,1,0
5349,2019-08-31,Crystal Palace,Aston Villa,1,0,H,2019-08-31,1,0,0,0,1,0,3,0,3
5350,2019-08-31,Leicester,Bournemouth,3,1,H,2019-08-31,3,2,1,1,2,1,3,0,3
5351,2019-08-31,Man City,Brighton,4,0,H,2019-08-31,7,0,1,1,6,-1,3,0,3
5352,2019-08-31,Newcastle,Watford,1,1,D,2019-08-31,2,1,1,1,1,0,1,1,0
5353,2019-08-31,West Ham,Norwich,2,0,H,2019-08-31,2,0,0,0,2,0,3,0,3
5354,2019-08-31,Burnley,Liverpool,0,3,A,2019-08-31,1,3,4,4,-3,-1,0,3,-3
5355,2019-09-01,Everton,Wolves,3,2,H,2019-09-07,3,2,2,2,1,0,3,0,3
5356,2019-09-01,Arsenal,Tottenham,2,2,D,2019-09-07,2,2,2,2,0,0,1,1,0
5357,2019-09-14,Liverpool,Newcastle,3,1,H,2019-09-14,3,1,1,1,2,0,3,0,3
5358,2019-09-14,Brighton,Burnley,1,1,D,2019-09-14,1,1,1,1,0,0,1,1,0
5359,2019-09-14,Man United,Leicester,1,0,H,2019-09-14,1,0,0,0,1,0,3,0,3
5360,2019-09-14,Sheffield United,Southampton,0,1,A,2019-09-14,0,1,1,1,-1,0,0,3,-3
5361,2019-09-14,Tottenham,Crystal Palace,4,0,H,2019-09-14,4,0,0,0,4,0,3,0,3
5362,2019-09-14,Wolves,Chelsea,2,5,A,2019-09-14,2,5,5,5,-3,0,0,3,-3
5363,2019-09-14,Norwich,Man City,3,2,H,2019-09-14,3,2,2,2,1,0,3,0,3
5364,2019-09-15,Bournemouth,Everton,3,1,H,2019-09-21,6,1,2,2,4,-1,3,0,3
5365,2019-09-15,Watford,Arsenal,2,2,D,2019-09-21,2,2,10,10,-8,-8,1,1,0
5366,2019-09-16,Aston Villa,West Ham,0,0,D,2019-09-21,0,0,0,0,0,0,1,1,0
5367,2019-09-20,Southampton,Bournemouth,1,3,A,2019-09-21,1,6,3,3,-2,3,0,3,-3
5368,2019-09-21,Leicester,Tottenham,2,1,H,2019-09-21,2,1,1,1,1,0,3,0,3
5369,2019-09-21,Burnley,Norwich,2,0,H,2019-09-21,2,0,0,0,2,0,3,0,3
5370,2019-09-21,Everton,Sheffield United,0,2,A,2019-09-21,1,2,5,5,-4,-3,0,3,-3
5371,2019-09-21,Man City,Watford,8,0,H,2019-09-21,8,2,0,0,8,2,3,0,3
5372,2019-09-21,Newcastle,Brighton,0,0,D,2019-09-21,0,0,0,0,0,0,1,1,0
5373,2019-09-22,Crystal Palace,Wolves,1,1,D,2019-09-28,3,3,1,1,2,2,4,1,3
5374,2019-09-22,West Ham,Man United,2,0,H,2019-09-28,4,0,2,2,2,-2,3,0,3
5375,2019-09-22,Arsenal,Aston Villa,3,2,H,2019-09-28,3,4,2,2,1,2,3,0,3
5376,2019-09-22,Chelsea,Liverpool,1,2,A,2019-09-28,3,3,2,2,1,1,3,6,-3
5377,2019-09-28,Sheffield United,Liverpool,0,1,A,2019-09-28,0,3,1,1,-1,2,0,6,-6
5378,2019-09-28,Aston Villa,Burnley,2,2,D,2019-09-28,4,2,5,5,-1,-3,1,1,0
5379,2019-09-28,Bournemouth,West Ham,2,2,D,2019-09-28,2,4,2,2,0,2,1,1,0
5380,2019-09-28,Chelsea,Brighton,2,0,H,2019-09-28,3,0,2,2,1,-2,3,0,3
5381,2019-09-28,Crystal Palace,Norwich,2,0,H,2019-09-28,3,0,1,1,2,-1,4,0,4
5382,2019-09-28,Tottenham,Southampton,2,1,H,2019-09-28,2,1,1,1,1,0,3,0,3
5383,2019-09-28,Wolves,Watford,2,0,H,2019-09-28,3,0,1,1,2,-1,3,0,3
5384,2019-09-28,Everton,Man City,1,3,A,2019-09-28,1,3,3,3,-2,0,0,3,-3
5385,2019-09-29,Leicester,Newcastle,5,0,H,2019-10-05,6,0,2,2,4,-2,3,0,3
5386,2019-09-30,Man United,Arsenal,1,1,D,2019-10-05,1,1,1,1,0,0,1,1,0
5387,2019-10-05,Brighton,Tottenham,3,0,H,2019-10-05,3,0,0,0,3,0,3,0,3
5388,2019-10-05,Burnley,Everton,1,0,H,2019-10-05,1,0,0,0,1,0,3,0,3
5389,2019-10-05,Liverpool,Leicester,2,1,H,2019-10-05,2,6,1,1,1,5,3,0,3
5390,2019-10-05,Norwich,Aston Villa,1,5,A,2019-10-05,1,5,5,5,-4,0,0,3,-3
5391,2019-10-05,Watford,Sheffield United,0,0,D,2019-10-05,0,0,0,0,0,0,1,1,0
5392,2019-10-05,West Ham,Crystal Palace,1,2,A,2019-10-05,1,2,2,2,-1,0,0,3,-3
5393,2019-10-06,Arsenal,Bournemouth,1,0,H,2019-10-12,1,0,0,0,1,0,3,0,3
5394,2019-10-06,Man City,Wolves,0,2,A,2019-10-12,0,2,2,2,-2,0,0,3,-3
5395,2019-10-06,Southampton,Chelsea,1,4,A,2019-10-12,1,4,4,4,-3,0,0,3,-3
5396,2019-10-06,Newcastle,Man United,1,0,H,2019-10-12,1,0,0,0,1,0,3,0,3
5397,2019-10-19,Everton,West Ham,2,0,H,2019-10-19,2,0,0,0,2,0,3,0,3
5398,2019-10-19,Aston Villa,Brighton,2,1,H,2019-10-19,2,1,1,1,1,0,3,0,3
5399,2019-10-19,Bournemouth,Norwich,0,0,D,2019-10-19,0,0,0,0,0,0,1,1,0
5400,2019-10-19,Chelsea,Newcastle,1,0,H,2019-10-19,1,0,0,0,1,0,3,0,3
5401,2019-10-19,Leicester,Burnley,2,1,H,2019-10-19,2,1,1,1,1,0,3,0,3
5402,2019-10-19,Tottenham,Watford,1,1,D,2019-10-19,1,1,1,1,0,0,1,1,0
5403,2019-10-19,Wolves,Southampton,1,1,D,2019-10-19,1,1,1,1,0,0,1,1,0
5404,2019-10-19,Crystal Palace,Man City,0,2,A,2019-10-19,0,2,2,2,-2,0,0,3,-3
5405,2019-10-20,Man United,Liverpool,1,1,D,2019-10-26,1,1,1,1,0,0,1,1,0
5406,2019-10-21,Sheffield United,Arsenal,1,0,H,2019-10-26,2,0,1,1,1,-1,3,0,3
5407,2019-10-25,Southampton,Leicester,0,9,A,2019-10-26,0,9,9,9,-9,0,0,3,-3
5408,2019-10-26,Man City,Aston Villa,3,0,H,2019-10-26,3,0,0,0,3,0,3,0,3
5409,2019-10-26,Brighton,Everton,3,2,H,2019-10-26,3,2,2,2,1,0,3,0,3
5410,2019-10-26,Watford,Bournemouth,0,0,D,2019-10-26,0,0,0,0,0,0,1,1,0
5411,2019-10-26,West Ham,Sheffield United,1,1,D,2019-10-26,1,2,1,1,0,1,1,1,0
5412,2019-10-26,Burnley,Chelsea,2,4,A,2019-10-26,2,4,4,4,-2,0,0,3,-3
5413,2019-10-27,Newcastle,Wolves,1,1,D,2019-11-02,4,2,3,3,1,-1,1,2,-1
5414,2019-10-27,Arsenal,Crystal Palace,2,2,D,2019-11-02,3,2,3,3,0,-1,2,1,1
5415,2019-10-27,Liverpool,Tottenham,2,1,H,2019-11-02,4,1,2,2,2,-1,3,0,3
5416,2019-10-27,Norwich,Man United,1,3,A,2019-11-02,1,3,5,5,-4,-2,0,3,-3
5417,2019-11-02,Bournemouth,Man United,1,0,H,2019-11-02,1,3,0,0,1,3,3,3,0
5418,2019-11-02,Arsenal,Wolves,1,1,D,2019-11-02,3,2,3,3,0,-1,2,2,0
5419,2019-11-02,Aston Villa,Liverpool,1,2,A,2019-11-02,1,4,2,2,-1,2,0,3,-3
5420,2019-11-02,Brighton,Norwich,2,0,H,2019-11-02,2,1,0,0,2,1,3,0,3
5421,2019-11-02,Man City,Southampton,2,1,H,2019-11-02,2,1,1,1,1,0,3,0,3
5422,2019-11-02,Sheffield United,Burnley,3,0,H,2019-11-02,3,0,0,0,3,0,3,0,3
5423,2019-11-02,West Ham,Newcastle,2,3,A,2019-11-02,2,4,3,3,-1,1,0,3,-3
5424,2019-11-02,Watford,Chelsea,1,2,A,2019-11-02,1,2,2,2,-1,0,0,3,-3
5425,2019-11-03,Crystal Palace,Leicester,0,2,A,2019-11-09,0,4,4,4,-4,0,0,3,-3
5426,2019-11-03,Everton,Tottenham,1,1,D,2019-11-09,3,2,2,2,1,0,1,1,0
