Season,Date,Date_interval,HomeTeam,AwayTeam,FTR,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA,Referee
2007/2008,2007-09-15,2007-09-15,West Ham,Middlesbrough,H,5,7,3,6,-2,0,1,6,-3,0,1,26,28,1.9333333333333333,3.266666666666667,3.716666666666667,S Bennett
2007/2008,2007-09-15,2007-09-15,Wigan,Fulham,D,6,8,4,10,8,-2,12,0,8,2,-6,24,29,2.016666666666667,3.2000000000000006,3.533333333333333,R Styles
2007/2008,2007-09-16,2007-09-22,Man City,Aston Villa,H,4,5,2,3,1,0,6,1,6,2,0,31,30,2.2066666666666666,3.2000000000000006,3.0833333333333335,M Atkinson
2007/2008,2007-09-17,2007-09-22,Derby,Newcastle,H,3,6,15,3,-1,3,1,4,-3,-1,0,0,27,4.043333333333333,3.233333333333333,1.8666666666666665,P Walton
2007/2008,2007-09-22,2007-09-22,Arsenal,Derby,H,10,3,4,15,4,-16,9,0,9,3,-3,38,0,1.1633333333333333,6.1499999999999995,16,M Atkinson
2007/2008,2007-09-22,2007-09-22,Fulham,Man City,D,9,4,11,2,-2,1,7,3,3,0,-2,29,31,2.5166666666666666,3.1666666666666665,2.65,M Halsey
2007/2008,2007-09-22,2007-09-22,Liverpool,Birmingham,D,11,7,2,9,8,-3,4,3,3,1,-1,39,0,1.2233333333333334,5.183333333333334,12.833333333333334,L Mason
2007/2008,2007-09-22,2007-09-22,Middlesbrough,Sunderland,D,7,5,9,9,3,-7,8,2,4,1,-2,28,0,2,3.1833333333333336,3.5833333333333335,H Webb
2007/2008,2007-09-22,2007-09-22,Reading,Wigan,H,3,7,10,5,-3,-2,6,1,-3,-1,-1,36,24,2.15,3.15,3.25,K Stroud
2007/2008,2007-09-23,2007-09-29,Aston Villa,Everton,H,5,8,4,6,2,3,6,9,3,2,1,30,35,2.1999999999999997,3.15,3.1333333333333333,L Probert
2007/2008,2007-09-23,2007-09-29,Blackburn,Portsmouth,A,5,7,3,8,1,-3,4,1,3,1,-2,33,32,1.8666666666666665,3.266666666666667,3.9666666666666663,C Foy
2007/2008,2007-09-23,2007-09-29,Bolton,Tottenham,D,7,9,11,11,0,-3,3,2,-3,-1,0,34,37,2.6333333333333333,3.2000000000000006,2.5,A Marriner
2007/2008,2007-09-23,2007-09-29,Man United,Chelsea,H,4,7,2,6,4,1,13,4,11,2,-1,41,40,2.1,3.1,3.5500000000000003,M Dean
2007/2008,2007-09-23,2007-09-29,Newcastle,West Ham,H,6,8,4,3,1,4,4,6,3,1,4,27,26,1.9333333333333333,3.2833333333333337,3.733333333333333,M Riley
2007/2008,2007-09-29,2007-09-29,Birmingham,Man United,A,7,4,9,2,-3,0,5,4,1,1,1,0,41,5.75,3.75,1.5266666666666666,S Bennett
2007/2008,2007-09-29,2007-09-29,Chelsea,Fulham,D,7,12,6,14,3,-2,7,1,6,0,0,40,29,1.2933333333333332,4.733333333333333,9.833333333333334,M Atkinson
2007/2008,2007-09-29,2007-09-29,Derby,Bolton,D,4,7,20,11,-5,-7,4,0,0,1,-4,0,34,2.55,3.1666666666666665,2.6233333333333335,R Styles
2007/2008,2007-09-29,2007-09-29,Man City,Newcastle,H,8,6,5,4,2,2,9,4,9,3,-1,31,27,2.15,3.1666666666666665,3.25,C Foy
2007/2008,2007-09-29,2007-09-29,Portsmouth,Reading,H,7,5,8,11,4,-4,9,1,7,0,-2,32,36,1.74,3.35,4.666666666666667,M Halsey
2007/2008,2007-09-29,2007-09-29,Sunderland,Blackburn,A,7,5,11,3,0,1,6,5,3,1,0,0,33,2.5833333333333335,3.1666666666666665,2.6066666666666665,P Walton
2007/2008,2007-09-29,2007-09-29,West Ham,Arsenal,A,8,15,3,4,1,3,4,4,0,1,1,26,38,4.233333333333333,3.3166666666666664,1.8099999999999998,A Wiley
2007/2008,2007-09-29,2007-09-29,Wigan,Liverpool,A,8,11,7,2,8,3,13,7,8,0,0,24,39,5.566666666666666,3.6166666666666667,1.5899999999999999,M Clattenburg
2007/2008,2007-09-30,2007-10-06,Everton,Middlesbrough,H,8,9,8,11,0,-3,4,6,0,-1,-1,35,28,1.8,3.35,4.316666666666666,M Riley
2007/2008,2007-10-01,2007-10-06,Tottenham,Aston Villa,D,10,7,12,4,2,-1,6,1,0,-1,-1,37,30,1.9166666666666667,3.216666666666667,3.8433333333333333,M Dean
2007/2008,2007-10-06,2007-10-06,Aston Villa,West Ham,H,7,9,4,7,4,1,9,6,6,3,-1,30,26,1.8433333333333335,3.35,4.043333333333333,S Tanner
2007/2008,2007-10-06,2007-10-06,Man United,Wigan,H,7,8,2,8,7,-3,16,1,14,3,-2,41,24,1.1866666666666665,5.816666666666666,14.333333333333334,M Riley
2007/2008,2007-10-07,2007-10-13,Arsenal,Sunderland,H,16,8,4,13,9,-7,12,3,12,4,0,38,0,1.1766666666666665,5.983333333333333,15.333333333333334,R Styles
2007/2008,2007-10-07,2007-10-13,Blackburn,Birmingham,H,7,7,5,10,1,-3,4,4,0,-1,0,33,0,1.67,3.516666666666667,4.933333333333334,M Clattenburg
2007/2008,2007-10-07,2007-10-13,Bolton,Chelsea,A,9,7,13,8,0,-1,4,4,-3,0,-2,34,40,4.766666666666667,3.466666666666667,1.6900000000000002,A Wiley
2007/2008,2007-10-07,2007-10-13,Fulham,Portsmouth,A,12,15,14,12,-2,1,8,4,3,0,1,29,32,2.4733333333333336,3.1666666666666665,2.733333333333333,H Webb
2007/2008,2007-10-07,2007-10-13,Liverpool,Tottenham,D,12,14,2,16,8,-3,5,3,3,0,0,39,37,1.51,3.733333333333333,6.333333333333333,M Halsey
2007/2008,2007-10-07,2007-10-13,Man City,Middlesbrough,H,11,9,6,13,4,-5,12,6,12,4,-2,31,28,1.67,3.466666666666667,4.933333333333334,S Bennett
2007/2008,2007-10-07,2007-10-13,Newcastle,Everton,H,10,10,8,8,1,1,7,9,6,2,-1,27,35,1.9666666666666668,3.233333333333333,3.6666666666666665,M Atkinson
2007/2008,2007-10-07,2007-10-13,Reading,Derby,H,9,5,18,21,-2,-20,9,0,0,1,-4,36,0,1.7233333333333334,3.4333333333333336,4.6000000000000005,L Mason
2007/2008,2007-10-20,2007-10-20,Arsenal,Bolton,H,19,9,6,14,10,-7,15,1,15,5,0,38,34,1.24,5.183333333333334,11.5,M Riley
2007/2008,2007-10-20,2007-10-20,Aston Villa,Man United,A,12,11,8,2,5,3,12,7,9,4,2,30,41,4.433333333333334,3.466666666666667,1.7333333333333334,R Styles
2007/2008,2007-10-20,2007-10-20,Blackburn,Reading,H,9,10,6,18,2,-7,7,1,3,1,-3,33,36,1.6666666666666667,3.466666666666667,5.016666666666667,A Marriner
2007/2008,2007-10-20,2007-10-20,Everton,Liverpool,A,12,14,11,4,2,4,7,10,3,1,1,35,39,3.4666666666666663,3.2166666666666663,2.033333333333333,M Clattenburg
2007/2008,2007-10-20,2007-10-20,Fulham,Derby,D,12,5,16,22,-4,-21,8,0,0,-1,-5,29,0,1.7233333333333334,3.4,4.666666666666667,P Dowd
2007/2008,2007-10-20,2007-10-20,Man City,Birmingham,H,14,8,7,12,6,-4,15,4,15,5,-1,31,0,1.5066666666666666,3.733333333333333,6.433333333333334,M Dean
2007/2008,2007-10-20,2007-10-20,Middlesbrough,Chelsea,A,10,8,16,8,3,0,9,7,4,0,1,28,40,5.166666666666667,3.5500000000000003,1.6366666666666667,M Halsey
2007/2008,2007-10-20,2007-10-20,Wigan,Portsmouth,A,8,17,12,12,7,3,13,7,5,-1,2,24,32,2.8166666666666664,3.1666666666666665,2.4066666666666667,P Walton
2007/2008,2007-10-21,2007-10-27,West Ham,Sunderland,H,9,10,8,16,-2,-8,4,3,-3,-1,-1,26,0,1.8166666666666667,3.283333333333333,4.283333333333334,C Foy
2007/2008,2007-10-22,2007-10-27,Newcastle,Tottenham,H,13,16,10,18,2,-3,10,4,9,3,0,27,37,2.29,3.183333333333333,2.9499999999999997,S Bennett
2007/2008,2007-10-27,2007-10-27,Birmingham,Wigan,H,8,8,13,14,-4,-7,5,1,-2,-1,-3,0,24,2.033333333333333,3.2166666666666663,3.4666666666666663,S Tanner
2007/2008,2007-10-27,2007-10-27,Chelsea,Man City,H,10,15,8,7,1,2,8,4,6,0,0,40,31,1.5166666666666666,3.6999999999999997,6.166666666666667,M Riley
2007/2008,2007-10-27,2007-10-27,Man United,Middlesbrough,H,15,10,3,18,11,-7,19,6,17,4,-3,41,28,1.2,5.833333333333333,13,A Wiley
2007/2008,2007-10-27,2007-10-27,Portsmouth,West Ham,D,19,9,12,8,8,0,12,6,10,1,-2,32,26,1.8166666666666667,3.3333333333333335,4.233333333333333,M Dean
2007/2008,2007-10-27,2007-10-27,Reading,Newcastle,H,12,13,22,10,-1,2,12,4,3,2,-2,36,27,2.65,3.1666666666666665,2.5,P Dowd
2007/2008,2007-10-27,2007-10-27,Sunderland,Fulham,D,10,12,16,16,-1,-2,6,2,0,-1,0,0,29,2.1,3.183333333333333,3.3666666666666667,A Marriner
2007/2008,2007-10-28,2007-11-03,Bolton,Aston Villa,D,9,13,16,12,-1,0,4,2,-6,-1,0,34,30,2.566666666666667,3.183333333333333,2.606666666666667,M Atkinson
2007/2008,2007-10-28,2007-11-03,Derby,Everton,A,5,13,22,13,-5,0,5,9,0,0,-2,0,35,3.3000000000000003,3.183333333333333,2.1333333333333333,S Bennett
2007/2008,2007-10-28,2007-11-03,Liverpool,Arsenal,D,16,21,5,6,8,4,6,7,3,0,2,39,38,2.3333333333333335,3.1666666666666665,2.9,H Webb
2007/2008,2007-10-28,2007-11-03,Tottenham,Blackburn,A,17,13,21,8,2,1,7,8,0,0,1,37,33,2.066666666666667,3.2833333333333337,3.3166666666666664,R Styles
2007/2008,2007-11-03,2007-11-03,Arsenal,Man United,D,21,19,6,4,12,6,18,10,18,6,3,38,41,2.4,3.0833333333333335,2.8833333333333333,H Webb
2007/2008,2007-11-03,2007-11-03,Aston Villa,Derby,H,13,5,12,22,2,-21,12,1,6,-1,0,30,0,1.3999999999999997,4.11,7.666666666666667,M Halsey
2007/2008,2007-11-03,2007-11-03,Blackburn,Liverpool,D,13,16,8,5,4,5,10,13,6,2,2,33,39,2.983333333333333,3.15,2.29,M Atkinson
2007/2008,2007-11-03,2007-11-03,Everton,Birmingham,H,13,11,13,15,1,-5,7,4,0,-1,-2,35,0,1.67,3.466666666666667,4.933333333333334,M Riley
2007/2008,2007-11-03,2007-11-03,Fulham,Reading,H,13,14,17,23,-4,-9,9,1,0,0,-4,29,36,2.2,3.1666666666666665,3.15,M Clattenburg
2007/2008,2007-11-03,2007-11-03,Middlesbrough,Tottenham,D,11,17,22,21,1,-5,9,4,1,-1,-1,28,37,2.8000000000000003,3.2000000000000006,2.3833333333333333,M Dean
2007/2008,2007-11-03,2007-11-03,Newcastle,Portsmouth,A,17,19,13,12,3,5,13,10,12,4,3,27,32,2.0500000000000003,3.183333333333333,3.466666666666667,C Foy
2007/2008,2007-11-03,2007-11-03,Wigan,Chelsea,A,10,16,17,8,5,2,13,10,2,-2,2,24,40,7.666666666666667,4.010000000000001,1.4166666666666667,S Bennett
2007/2008,2007-11-04,2007-11-10,West Ham,Bolton,D,12,10,9,17,0,-9,7,1,0,1,-1,26,34,1.8333333333333333,3.2999999999999994,4.126666666666666,P Walton
2007/2008,2007-11-05,2007-11-10,Man City,Sunderland,H,15,12,13,20,7,-10,18,3,18,6,-2,31,0,1.5533333333333335,3.65,5.866666666666667,A Wiley
2007/2008,2007-11-10,2007-11-10,Derby,West Ham,A,5,12,26,9,-9,2,5,7,-3,-1,0,0,26,3.1333333333333333,3.216666666666667,2.183333333333333,M Clattenburg
2007/2008,2007-11-10,2007-11-10,Liverpool,Fulham,H,17,16,6,18,8,-2,7,3,3,0,0,39,29,1.2633333333333334,4.7,10.5,S Tanner
2007/2008,2007-11-10,2007-11-10,Sunderland,Newcastle,D,12,18,20,17,-3,3,7,4,0,0,-3,0,27,2.706666666666667,3.1666666666666665,2.4833333333333334,M Atkinson
2007/2008,2007-11-11,2007-11-17,Birmingham,Aston Villa,A,12,16,18,13,-3,2,8,3,1,1,0,0,30,2.55,3.15,2.6666666666666665,S Bennett
2007/2008,2007-11-11,2007-11-17,Bolton,Middlesbrough,D,11,12,18,23,-1,-10,5,6,-6,0,-4,34,28,2.1333333333333333,3.216666666666667,3.25,L Probert
2007/2008,2007-11-11,2007-11-17,Chelsea,Everton,D,18,18,8,14,7,4,11,12,9,1,1,40,35,1.3366666666666667,4.3999999999999995,9,A Wiley
2007/2008,2007-11-11,2007-11-17,Man United,Blackburn,H,21,15,6,9,14,2,22,11,20,5,2,41,33,1.3333333333333333,4.383333333333334,8.083333333333334,C Foy
2007/2008,2007-11-11,2007-11-17,Portsmouth,Man City,D,23,16,13,13,8,-4,13,4,10,0,-1,32,31,2,3.25,3.533333333333333,M Halsey
2007/2008,2007-11-11,2007-11-17,Tottenham,Wigan,H,19,10,24,19,1,-8,7,1,-3,-1,-4,37,24,1.4633333333333332,3.9166666666666665,6.766666666666667,H Webb
2007/2008,2007-11-12,2007-11-17,Reading,Arsenal,A,15,24,26,9,0,4,15,8,6,3,0,36,38,6.333333333333333,3.7999999999999994,1.5,R Styles
2007/2008,2007-11-24,2007-11-24,Arsenal,Wigan,H,27,10,10,23,12,-12,19,1,18,0,-5,38,24,1.16,6.3999999999999995,13.833333333333334,P Walton
2007/2008,2007-11-24,2007-11-24,Birmingham,Portsmouth,A,13,23,20,13,-4,8,8,13,-2,-1,4,0,32,2.9500000000000006,3.183333333333333,2.3166666666666664,M Atkinson
2007/2008,2007-11-24,2007-11-24,Bolton,Man United,H,11,23,18,6,-1,6,6,11,-6,0,0,34,41,7.1499999999999995,3.943333333333334,1.45,M Clattenburg
2007/2008,2007-11-24,2007-11-24,Derby,Chelsea,A,5,19,31,9,-14,4,5,13,-6,-2,3,0,40,11.5,5.05,1.2566666666666666,A Marriner
2007/2008,2007-11-24,2007-11-24,Everton,Sunderland,H,19,13,15,22,5,-11,10,3,3,1,-3,35,0,1.5866666666666667,3.5666666666666664,5.7,P Dowd
2007/2008,2007-11-24,2007-11-24,Man City,Reading,H,16,16,13,29,8,-11,21,1,21,7,-5,31,36,1.5233333333333334,3.7166666666666663,6.166666666666667,S Tanner
2007/2008,2007-11-24,2007-11-24,Middlesbrough,Aston Villa,A,12,18,23,14,1,3,10,6,1,0,1,28,30,2.6,3.1666666666666665,2.5833333333333335,K Stroud
2007/2008,2007-11-24,2007-11-24,Newcastle,Liverpool,A,19,19,18,6,0,5,13,14,9,-1,0,27,39,3.5666666666666664,3.233333333333333,1.9833333333333334,A Wiley
2007/2008,2007-11-25,2007-12-01,Fulham,Blackburn,D,16,15,20,11,-2,0,12,11,3,1,-1,29,33,2.7733333333333334,3.1166666666666667,2.466666666666667,M Dean
2007/2008,2007-11-25,2007-12-01,West Ham,Tottenham,D,18,23,10,24,5,-6,8,5,0,0,0,26,37,2.6333333333333333,3.1833333333333336,2.55,M Riley
2007/2008,2007-11-28,2007-12-01,Blackburn,Aston Villa,A,15,21,11,14,5,6,11,9,6,0,2,33,30,2.1666666666666665,3.1666666666666665,3.2166666666666663,P Dowd
2007/2008,2007-12-01,2007-12-01,Aston Villa,Arsenal,A,21,29,14,10,4,6,15,11,9,1,1,30,38,3.8000000000000003,3.233333333333333,1.9333333333333333,C Foy
2007/2008,2007-12-01,2007-12-01,Blackburn,Newcastle,H,15,19,11,21,3,3,14,5,6,0,0,33,27,1.9333333333333333,3.266666666666667,3.766666666666667,M Atkinson
2007/2008,2007-12-01,2007-12-01,Chelsea,West Ham,H,21,18,9,10,7,7,12,10,9,0,1,40,26,1.2666666666666666,4.966666666666667,10.5,H Webb
2007/2008,2007-12-01,2007-12-01,Portsmouth,Everton,D,25,26,13,16,8,4,14,13,10,0,0,32,35,2.1333333333333333,3.1666666666666665,3.2833333333333337,P Walton
2007/2008,2007-12-01,2007-12-01,Reading,Middlesbrough,D,17,12,31,26,-2,-10,15,7,3,-1,0,36,28,1.9833333333333334,3.206666666666667,3.6999999999999997,A Wiley
2007/2008,2007-12-01,2007-12-01,Sunderland,Derby,H,14,5,29,33,-4,-25,8,1,0,0,-1,0,0,1.67,3.466666666666667,4.933333333333334,M Halsey
2007/2008,2007-12-01,2007-12-01,Wigan,Man City,D,10,18,25,14,3,-4,13,5,-1,-3,0,24,31,3.016666666666667,3.1666666666666665,2.2666666666666666,M Riley
2007/2008,2007-12-02,2007-12-08,Liverpool,Bolton,H,22,12,6,18,10,-9,10,2,6,1,0,39,34,1.2866666666666668,4.716666666666667,10.166666666666666,S Bennett
2007/2008,2007-12-02,2007-12-08,Tottenham,Birmingham,A,24,13,25,22,5,-7,10,4,0,1,-3,37,0,1.43,4.116666666666666,6.833333333333333,P Dowd
2007/2008,2007-12-03,2007-12-08,Man United,Fulham,H,23,18,7,22,16,-4,25,3,23,6,-1,41,29,1.1833333333333333,5.8999999999999995,13.666666666666666,R Styles
2007/2008,2007-12-05,2007-12-08,Newcastle,Arsenal,D,20,31,24,11,-3,7,13,14,6,-2,2,27,38,5.066666666666666,3.5,1.6600000000000001,M Dean
2007/2008,2007-12-08,2007-12-08,Aston Villa,Portsmouth,A,26,25,16,13,7,10,15,16,6,-1,5,30,32,2.066666666666667,3.1833333333333336,3.4166666666666665,M Riley
2007/2008,2007-12-08,2007-12-08,Chelsea,Sunderland,H,22,15,9,29,8,-17,15,3,12,1,-4,40,0,1.16,6.233333333333333,15.333333333333334,P Walton
2007/2008,2007-12-08,2007-12-08,Everton,Fulham,H,26,18,16,22,11,-9,13,3,6,2,-1,35,29,1.5733333333333335,3.6333333333333333,5.683333333333334,S Bennett
2007/2008,2007-12-08,2007-12-08,Man United,Derby,H,23,5,7,34,21,-26,31,1,29,6,-2,41,0,1.116666666666667,7.333333333333333,18.666666666666668,C Foy
2007/2008,2007-12-08,2007-12-08,Newcastle,Birmingham,H,20,13,24,22,-2,-7,17,7,9,-2,-3,27,0,1.8,3.3333333333333335,4.283333333333333,R Styles
2007/2008,2007-12-08,2007-12-08,Reading,Liverpool,H,18,22,32,6,-2,8,16,17,3,0,1,36,39,5,3.483333333333333,1.653333333333333,A Marriner
2007/2008,2007-12-09,2007-12-15,Blackburn,West Ham,A,20,19,18,12,1,6,17,10,9,1,-1,33,26,1.8266666666666669,3.3166666666666664,4.166666666666667,A Wiley
2007/2008,2007-12-09,2007-12-15,Bolton,Wigan,H,12,11,22,26,0,-14,9,1,-3,1,-6,34,24,1.9166666666666667,3.2833333333333337,3.7999999999999994,M Atkinson
2007/2008,2007-12-09,2007-12-15,Middlesbrough,Arsenal,H,13,32,27,12,-2,7,10,15,-2,-1,0,28,38,6.25,3.6666666666666665,1.5266666666666666,H Webb
2007/2008,2007-12-09,2007-12-15,Tottenham,Man City,H,26,19,28,15,4,-4,10,6,-3,-1,0,37,31,2,3.233333333333333,3.516666666666667,M Halsey
2007/2008,2007-12-15,2007-12-15,Birmingham,Reading,D,17,21,26,33,-6,-12,8,1,-5,-2,-6,0,36,2.0833333333333335,3.2000000000000006,3.3666666666666667,L Probert
2007/2008,2007-12-15,2007-12-15,Derby,Middlesbrough,A,6,13,38,27,-16,-10,5,8,-9,-3,0,0,28,2.8833333333333333,3.2000000000000006,2.3233333333333333,R Styles
2007/2008,2007-12-15,2007-12-15,Fulham,Newcastle,A,18,23,27,26,-2,1,13,5,3,0,-1,29,27,2.4499999999999997,3.1666666666666665,2.7566666666666664,H Webb
2007/2008,2007-12-15,2007-12-15,Man City,Bolton,H,19,12,15,22,9,-13,24,2,24,8,-1,31,34,1.7866666666666668,3.266666666666667,4.5,P Walton
2007/2008,2007-12-15,2007-12-15,Portsmouth,Tottenham,A,28,26,14,28,8,-6,15,6,10,0,0,32,37,2.183333333333333,3.1666666666666665,3.1833333333333336,M Atkinson
2007/2008,2007-12-15,2007-12-15,Sunderland,Aston Villa,D,15,27,31,19,-3,9,11,12,3,1,3,0,30,2.966666666666667,3.1666666666666665,2.3,S Bennett
2007/2008,2007-12-15,2007-12-15,West Ham,Everton,A,19,29,12,16,4,4,9,14,0,0,0,26,35,2.466666666666667,3.1666666666666665,2.723333333333334,S Tanner
2007/2008,2007-12-15,2007-12-15,Wigan,Blackburn,H,11,20,26,18,3,-2,14,12,-1,0,0,24,33,3.033333333333333,3.2000000000000006,2.25,M Clattenburg
2007/2008,2007-12-16,2007-12-22,Arsenal,Chelsea,H,33,24,14,9,14,6,22,16,21,1,4,38,40,2.4333333333333336,3.016666666666667,2.9166666666666665,A Wiley
2007/2008,2007-12-16,2007-12-22,Liverpool,Man United,A,27,29,9,8,12,5,13,11,9,2,-1,39,41,2.54,3.0500000000000003,2.7566666666666664,M Halsey
2007/2008,2007-12-22,2007-12-22,Arsenal,Tottenham,H,33,29,14,29,16,-4,28,9,27,1,1,38,37,1.4666666666666668,3.8333333333333335,6.916666666666667,R Styles
2007/2008,2007-12-22,2007-12-22,Aston Villa,Man City,D,28,24,20,19,5,-3,15,6,3,-2,-1,30,31,2.0666666666666664,3.1666666666666665,3.4500000000000006,L Mason
2007/2008,2007-12-22,2007-12-22,Bolton,Birmingham,H,18,18,27,27,1,-7,12,10,0,2,-1,34,0,1.8666666666666665,3.233333333333333,4.043333333333333,C Foy
2007/2008,2007-12-22,2007-12-22,Fulham,Wigan,D,18,17,28,33,-3,-15,13,1,0,-1,-7,29,24,2,3.25,3.5499999999999994,A Wiley
2007/2008,2007-12-22,2007-12-22,Liverpool,Portsmouth,H,27,28,9,15,14,12,16,19,9,2,6,39,32,1.4666666666666668,3.85,6.783333333333334,M Riley
2007/2008,2007-12-22,2007-12-22,Middlesbrough,West Ham,A,16,20,28,14,0,5,13,13,1,1,1,28,26,2.2666666666666666,3.183333333333333,3.016666666666667,M Atkinson
2007/2008,2007-12-22,2007-12-22,Reading,Sunderland,H,22,16,34,32,0,-19,19,3,6,1,-5,36,0,1.8499999999999999,3.25,4.093333333333334,S Tanner
2007/2008,2007-12-23,2007-12-29,Blackburn,Chelsea,A,23,24,24,10,-2,5,17,16,6,-1,-1,33,40,4.1000000000000005,3.3166666666666664,1.8333333333333333,S Bennett
2007/2008,2007-12-23,2007-12-29,Man United,Everton,H,30,31,8,16,26,6,37,17,35,8,1,41,35,1.3533333333333335,4.3999999999999995,8.166666666666666,H Webb
2007/2008,2007-12-23,2007-12-29,Newcastle,Derby,D,24,6,26,39,-1,-29,21,1,10,1,-3,27,0,1.3433333333333335,4.3999999999999995,8.833333333333334,A Marriner
2007/2008,2007-12-26,2007-12-29,Birmingham,Middlesbrough,H,18,17,30,30,-6,-8,9,11,-5,0,1,0,28,2.1999999999999997,3.183333333333333,3.1333333333333333,M Halsey
2007/2008,2007-12-26,2007-12-29,Chelsea,Aston Villa,D,24,29,10,21,10,9,18,13,15,2,0,40,30,1.39,4.11,7.8999999999999995,P Dowd
2007/2008,2007-12-26,2007-12-29,Derby,Liverpool,A,6,31,39,11,-17,10,5,17,-12,-4,-1,0,39,10.5,4.8,1.2766666666666666,A Wiley
2007/2008,2007-12-26,2007-12-29,Everton,Bolton,H,31,21,16,27,14,-12,16,2,9,3,-2,35,34,1.6666666666666667,3.466666666666667,5.016666666666667,R Styles
2007/2008,2007-12-26,2007-12-29,Portsmouth,Arsenal,D,29,36,19,15,7,6,15,15,7,-1,-1,32,38,4.366666666666667,3.3666666666666667,1.7766666666666666,S Bennett
2007/2008,2007-12-26,2007-12-29,Sunderland,Man United,A,17,30,34,8,-3,6,12,14,3,0,1,0,41,7.416666666666667,4.166666666666667,1.3999999999999997,U Rennie
2007/2008,2007-12-26,2007-12-29,Tottenham,Fulham,H,30,19,31,29,6,-14,13,3,0,1,-3,37,29,1.4433333333333334,3.9166666666666665,7.166666666666667,A Marriner
2007/2008,2007-12-26,2007-12-29,West Ham,Reading,D,22,24,15,35,3,-12,9,2,-3,-1,0,26,36,1.8500000000000003,3.25,4.11,P Walton
2007/2008,2007-12-26,2007-12-29,Wigan,Newcastle,H,18,24,34,26,2,2,17,8,2,1,1,24,27,2.6166666666666667,3.183333333333333,2.5500000000000003,M Dean
2007/2008,2007-12-27,2007-12-29,Man City,Blackburn,D,25,23,20,24,10,-5,27,12,27,9,-1,31,33,2,3.233333333333333,3.5666666666666664,H Webb
2007/2008,2007-12-29,2007-12-29,Birmingham,Fulham,D,18,19,30,29,-3,-18,13,4,-4,0,-3,0,29,1.9333333333333333,3.266666666666667,3.766666666666667,M Clattenburg
2007/2008,2007-12-29,2007-12-29,Chelsea,Newcastle,H,24,24,10,26,12,0,22,8,15,2,1,40,27,1.3666666666666665,4.226666666666667,8.166666666666666,M Riley
2007/2008,2007-12-29,2007-12-29,Everton,Arsenal,A,31,36,16,15,12,9,19,19,12,3,-1,35,38,3.3166666666666664,3.216666666666667,2.1,M Atkinson
2007/2008,2007-12-29,2007-12-29,Portsmouth,Middlesbrough,A,29,17,19,30,6,-10,16,14,4,-1,1,32,28,1.67,3.466666666666667,4.933333333333334,A Wiley
2007/2008,2007-12-29,2007-12-29,Sunderland,Bolton,H,17,21,34,27,-5,-16,15,2,3,0,-2,0,34,2.4,3.1666666666666665,2.823333333333333,P Dowd
2007/2008,2007-12-29,2007-12-29,Tottenham,Reading,H,30,24,31,35,12,-14,19,3,5,1,0,37,36,1.5166666666666666,3.766666666666667,6.166666666666667,K Stroud
2007/2008,2007-12-29,2007-12-29,West Ham,Man United,H,22,30,15,8,4,10,13,17,0,-1,1,26,41,6,3.8166666666666664,1.5166666666666666,M Dean
2007/2008,2007-12-29,2007-12-29,Wigan,Aston Villa,A,18,29,34,21,2,10,20,17,5,1,0,24,30,2.9333333333333336,3.183333333333333,2.3166666666666664,H Webb
2007/2008,2007-12-30,2008-01-05,Derby,Blackburn,A,9,25,43,27,-18,-6,5,13,-15,-5,0,0,33,3.783333333333333,3.3166666666666664,1.8999999999999997,P Walton
2007/2008,2007-12-30,2008-01-05,Man City,Liverpool,D,27,33,22,12,10,11,28,20,27,0,1,31,39,3.4333333333333336,3.1999999999999997,2.0666666666666664,U Rennie
2007/2008,2008-01-01,2008-01-05,Arsenal,West Ham,H,40,25,16,17,18,6,34,16,33,3,2,38,26,1.32,4.566666666666666,9,C Foy
2007/2008,2008-01-01,2008-01-05,Aston Villa,Tottenham,H,35,41,26,36,5,-5,16,9,3,0,-1,30,37,2.3233333333333333,3.183333333333333,2.883333333333333,S Tanner
2007/2008,2008-01-01,2008-01-05,Fulham,Chelsea,A,21,31,35,15,-3,7,14,19,0,0,1,29,40,6.5,3.8333333333333335,1.4799999999999998,M Halsey
2007/2008,2008-01-01,2008-01-05,Man United,Birmingham,H,37,22,11,31,30,-10,40,10,38,9,-2,41,0,1.16,6.3999999999999995,14.666666666666666,P Walton
2007/2008,2008-01-01,2008-01-05,Middlesbrough,Everton,A,18,35,33,22,-1,4,13,17,-2,-1,-1,28,35,2.85,3.2000000000000006,2.35,M Riley
2007/2008,2008-01-01,2008-01-05,Reading,Portsmouth,A,29,29,42,20,1,9,22,19,9,2,-1,36,32,2.6566666666666667,3.183333333333333,2.533333333333333,M Dean
2007/2008,2008-01-02,2008-01-05,Blackburn,Sunderland,H,25,20,27,39,-3,-20,17,3,3,-2,-6,33,0,1.5566666666666666,3.75,5.666666666666667,R Styles
2007/2008,2008-01-02,2008-01-05,Bolton,Derby,H,22,9,32,43,4,-30,15,2,3,3,0,34,0,1.51,3.8166666666666664,6.083333333333333,H Webb
2007/2008,2008-01-02,2008-01-05,Liverpool,Wigan,D,33,20,12,36,16,-15,19,2,12,1,0,39,24,1.2166666666666666,5.1000000000000005,11.833333333333334,S Bennett
