Season,Date,Date_interval,HomeTeam,AwayTeam,FTR,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA,Referee
2005/2006,2005-12-12,2005-12-17,Tottenham,Portsmouth,H,19,11,12,23,6,-5,15,7,9,1,-2,0,0,1.43,3.9333333333333336,6.716666666666666,U Rennie
2005/2006,2005-12-14,2005-12-17,Everton,West Ham,A,7,21,16,17,-1,3,7,12,-3,2,-1,0,0,1.9666666666666668,3.15,3.6333333333333333,P Walton
2005/2006,2005-12-14,2005-12-17,Man United,Wigan,H,24,16,13,14,11,0,15,12,9,2,-2,0,0,1.2933333333333332,4.5,9.5,A Wiley
2005/2006,2005-12-17,2005-12-17,Aston Villa,Man United,A,16,24,24,13,-8,9,8,19,-3,1,2,0,0,4.666666666666667,3.2833333333333337,1.72,M Dean
2005/2006,2005-12-17,2005-12-17,Everton,Bolton,A,7,18,16,14,-6,3,7,10,-6,2,-1,0,0,2.29,3.1166666666666667,2.8900000000000006,A Wiley
2005/2006,2005-12-17,2005-12-17,Fulham,Blackburn,H,16,18,21,22,-1,-11,13,5,3,3,-1,0,0,2.2,3.1166666666666667,3.0666666666666664,M Clattenburg
2005/2006,2005-12-17,2005-12-17,Man City,Birmingham,H,20,10,16,19,2,-6,14,8,6,-1,1,0,0,1.7000000000000002,3.3000000000000003,4.8,S Bennett
2005/2006,2005-12-17,2005-12-17,Portsmouth,West Brom,H,11,17,23,24,-8,-13,3,3,-12,-3,0,0,0,2.216666666666667,3.1,3.0500000000000003,M Halsey
2005/2006,2005-12-17,2005-12-17,West Ham,Newcastle,A,21,14,17,15,5,-1,13,7,6,-1,-2,0,0,2.4499999999999997,3.1,2.6833333333333336,P Dowd
2005/2006,2005-12-17,2005-12-17,Wigan,Charlton,H,16,21,14,23,1,4,13,15,3,-2,-2,0,0,2.2,3.1166666666666667,3.0666666666666664,M Atkinson
2005/2006,2005-12-18,2005-12-24,Arsenal,Chelsea,A,22,35,13,7,13,16,21,16,21,7,1,0,0,2.9066666666666667,3.016666666666667,2.4166666666666665,R Styles
2005/2006,2005-12-18,2005-12-24,Middlesbrough,Tottenham,D,20,22,23,13,-2,2,12,12,3,0,1,0,0,2.4166666666666665,3.1,2.733333333333333,H Webb
2005/2006,2005-12-26,2005-12-31,Aston Villa,Everton,H,16,9,26,23,-10,-12,8,13,-6,-1,0,0,0,2.1333333333333333,3.1,3.233333333333333,M Riley
2005/2006,2005-12-26,2005-12-31,Charlton,Arsenal,A,21,22,26,15,-6,0,10,5,-6,1,-2,0,0,4.616666666666667,3.3166666666666664,1.7066666666666668,S Bennett
2005/2006,2005-12-26,2005-12-31,Chelsea,Fulham,H,37,18,7,22,28,-5,33,3,33,9,-1,0,0,1.1966666666666665,5.433333333333334,13.166666666666666,G Poll
2005/2006,2005-12-26,2005-12-31,Liverpool,Newcastle,H,20,18,8,17,11,1,19,10,15,5,1,0,0,1.6033333333333335,3.4333333333333336,5.3,M Halsey
2005/2006,2005-12-26,2005-12-31,Man United,West Brom,H,31,17,14,25,17,-14,19,3,13,1,-1,0,0,1.2233333333333334,5.166666666666667,11.333333333333334,M Clattenburg
2005/2006,2005-12-26,2005-12-31,Middlesbrough,Blackburn,A,23,19,26,24,-2,-12,13,5,3,0,-2,0,0,1.9166666666666667,3.15,3.783333333333333,U Rennie
2005/2006,2005-12-26,2005-12-31,Portsmouth,West Ham,D,13,25,26,22,-9,2,6,15,-9,1,1,0,0,2.356666666666667,3.1,2.8000000000000003,A Wiley
2005/2006,2005-12-26,2005-12-31,Sunderland,Bolton,D,14,22,35,14,-14,7,2,13,-21,-5,1,0,0,3.7999999999999994,3.1833333333333336,1.8666666666666665,M Atkinson
2005/2006,2005-12-26,2005-12-31,Tottenham,Birmingham,H,25,11,16,23,8,-9,18,8,12,2,-1,0,0,1.45,3.85,6.55,P Dowd
2005/2006,2005-12-26,2005-12-31,Wigan,Man City,H,19,24,18,17,0,4,16,13,6,1,-1,0,0,2.3833333333333333,3.1,2.7566666666666664,D Gallagher
2005/2006,2005-12-28,2005-12-31,Arsenal,Portsmouth,H,22,13,15,26,11,-6,21,7,18,-1,-3,0,0,1.2133333333333332,5.266666666666667,11.5,M Clattenburg
2005/2006,2005-12-28,2005-12-31,Birmingham,Man United,D,11,31,23,14,-8,15,7,22,-12,1,3,0,0,6.716666666666666,4.043333333333333,1.4166666666666667,H Webb
2005/2006,2005-12-28,2005-12-31,Everton,Liverpool,A,9,20,23,8,-11,6,7,12,-9,-2,3,0,0,4.6000000000000005,3.2999999999999994,1.7233333333333334,G Poll
2005/2006,2005-12-28,2005-12-31,Fulham,Aston Villa,D,18,16,22,26,0,-8,16,9,6,4,0,0,0,2.1,3.1166666666666667,3.266666666666666,A D'Urso
2005/2006,2005-12-28,2005-12-31,Man City,Chelsea,A,24,37,17,7,5,18,17,19,9,1,2,0,0,5.733333333333333,3.5666666666666664,1.54,U Rennie
2005/2006,2005-12-28,2005-12-31,West Brom,Tottenham,H,17,25,25,16,-3,2,13,13,-3,1,0,0,0,3.433333333333333,3.1166666666666667,2.0500000000000003,M Riley
2005/2006,2005-12-28,2005-12-31,West Ham,Wigan,A,25,19,22,18,4,-1,13,12,3,-2,-3,0,0,2.15,3.1166666666666667,3.1666666666666665,S Bennett
2005/2006,2005-12-31,2005-12-31,Aston Villa,Arsenal,D,16,22,26,15,-6,5,12,9,-5,-1,-2,0,0,4.8999999999999995,3.3333333333333335,1.67,U Rennie
2005/2006,2005-12-31,2005-12-31,Charlton,West Ham,H,21,25,26,22,-5,-2,13,16,-7,1,1,0,0,2.183333333333333,3.1166666666666667,3.1,G Poll
2005/2006,2005-12-31,2005-12-31,Chelsea,Birmingham,H,37,11,7,23,32,-13,39,8,39,9,-1,0,0,1.14,6.5,15,M Dean
2005/2006,2005-12-31,2005-12-31,Liverpool,West Brom,H,20,17,8,25,16,-16,25,3,21,5,-1,0,0,1.2233333333333334,5.166666666666667,11.333333333333334,A Wiley
2005/2006,2005-12-31,2005-12-31,Man United,Bolton,H,31,22,14,14,23,4,25,14,19,1,1,0,0,1.3733333333333333,4.276666666666666,7.25,S Bennett
2005/2006,2005-12-31,2005-12-31,Middlesbrough,Man City,D,23,24,26,17,-4,2,14,14,-2,0,-1,0,0,2.25,3.1166666666666667,2.966666666666667,M Atkinson
2005/2006,2005-12-31,2005-12-31,Portsmouth,Fulham,H,13,18,26,22,-12,-7,10,3,-6,1,-1,0,0,2.3,3.1,2.8900000000000006,M Riley
2005/2006,2005-12-31,2005-12-31,Sunderland,Everton,A,14,9,35,23,-15,-17,3,16,-21,-5,0,0,0,2.533333333333333,3.1166666666666667,2.5833333333333335,R Styles
2005/2006,2005-12-31,2005-12-31,Tottenham,Newcastle,H,25,18,16,17,10,-3,24,10,18,2,1,0,0,1.8833333333333335,3.15,3.883333333333333,H Webb
2005/2006,2005-12-31,2005-12-31,Wigan,Blackburn,A,19,19,18,24,0,-7,19,11,8,1,-2,0,0,2.066666666666667,3.1333333333333333,3.35,M Clattenburg
2005/2006,2006-01-02,2006-01-07,Birmingham,Wigan,H,13,25,29,24,-12,-1,8,15,-12,0,1,0,0,2.4,3.1,2.7399999999999998,P Walton
2005/2006,2006-01-02,2006-01-07,Blackburn,Portsmouth,H,24,15,24,31,4,-9,16,7,6,1,-4,0,0,1.6199999999999999,3.4,5.166666666666667,M Dean
2005/2006,2006-01-02,2006-01-07,Bolton,Liverpool,D,23,26,18,9,11,11,20,15,15,0,4,0,0,3.4333333333333336,3.15,2.0166666666666666,M Clattenburg
2005/2006,2006-01-02,2006-01-07,Everton,Charlton,H,11,23,30,27,-16,1,7,15,-12,-3,-3,0,0,2.25,3.1166666666666667,2.966666666666667,U Rennie
2005/2006,2006-01-02,2006-01-07,Fulham,Sunderland,H,23,14,29,36,-2,-14,17,3,6,0,-4,0,0,1.54,3.533333333333333,5.8999999999999995,D Gallagher
2005/2006,2006-01-02,2006-01-07,Newcastle,Middlesbrough,D,18,23,21,28,5,0,15,7,9,1,-4,0,0,2.033333333333333,3.0833333333333335,3.533333333333333,S Bennett
2005/2006,2006-01-02,2006-01-07,West Brom,Aston Villa,A,19,23,29,29,-5,-4,16,10,0,2,0,0,0,2.3666666666666667,3.1,2.7833333333333337,R Styles
2005/2006,2006-01-02,2006-01-07,West Ham,Chelsea,A,26,43,27,9,0,22,13,22,0,-3,3,0,0,7.416666666666667,3.966666666666667,1.3999999999999997,H Webb
2005/2006,2006-01-03,2006-01-07,Arsenal,Man United,D,27,40,15,17,16,21,24,23,21,1,0,0,0,2.456666666666667,3.0666666666666664,2.733333333333333,G Poll
2005/2006,2006-01-04,2006-01-07,Man City,Tottenham,A,27,29,22,18,3,4,17,13,6,-1,-1,0,0,2.466666666666667,3.0666666666666664,2.6833333333333336,A Wiley
2005/2006,2006-01-14,2006-01-14,Arsenal,Middlesbrough,H,27,25,15,30,16,0,25,8,21,0,0,0,0,1.32,4.426666666666667,8,R Styles
2005/2006,2006-01-14,2006-01-14,Aston Villa,West Ham,A,25,27,30,30,-2,-6,16,17,-5,0,-1,0,0,1.9000000000000001,3.1666666666666665,3.8666666666666667,P Dowd
2005/2006,2006-01-14,2006-01-14,Blackburn,Bolton,D,26,25,25,20,5,1,19,15,9,2,-1,0,0,2.166666666666667,3.1666666666666665,3.15,M Riley
2005/2006,2006-01-14,2006-01-14,Charlton,Birmingham,H,24,15,30,29,-4,-17,16,8,-5,1,-3,0,0,1.9000000000000001,3.2166666666666663,3.85,G Poll
2005/2006,2006-01-14,2006-01-14,Fulham,Newcastle,H,25,20,30,23,-1,-7,20,10,9,1,-2,0,0,2.2733333333333334,3.1833333333333336,2.94,A Wiley
2005/2006,2006-01-14,2006-01-14,Liverpool,Tottenham,H,28,31,11,18,21,6,31,16,27,7,1,0,0,1.6366666666666667,3.4,5.233333333333333,D Gallagher
2005/2006,2006-01-14,2006-01-14,Man City,Man United,H,27,40,24,17,1,21,17,24,3,-2,0,0,0,4.333333333333333,3.266666666666667,1.7833333333333332,S Bennett
2005/2006,2006-01-14,2006-01-14,Portsmouth,Everton,A,16,14,33,31,-15,-22,14,19,-2,1,1,0,0,2.25,3.1666666666666665,2.983333333333333,A Marriner
2005/2006,2006-01-15,2006-01-21,Sunderland,Chelsea,A,15,46,38,10,-16,24,4,25,-23,-1,4,0,0,13.333333333333334,5.25,1.2066666666666668,C Foy
2005/2006,2006-01-15,2006-01-21,Wigan,West Brom,A,25,20,26,31,0,-18,22,3,5,-1,-3,0,0,1.76,3.266666666666667,4.46,M Atkinson
2005/2006,2006-01-21,2006-01-21,Birmingham,Portsmouth,H,15,16,31,34,-10,-10,11,7,-9,1,-5,0,0,2,3.1666666666666665,3.5666666666666664,C Foy
2005/2006,2006-01-21,2006-01-21,Bolton,Man City,H,25,30,20,25,11,0,21,15,15,0,0,0,0,2.2333333333333334,3.1333333333333333,3.0333333333333337,R Styles
2005/2006,2006-01-21,2006-01-21,Everton,Arsenal,H,15,34,31,15,-14,10,10,13,-9,1,0,0,0,5.05,3.3666666666666667,1.67,A Wiley
2005/2006,2006-01-21,2006-01-21,Middlesbrough,Wigan,A,25,25,37,26,-6,-3,15,15,-2,0,-1,0,0,2.15,3.1666666666666665,3.1833333333333336,A Marriner
2005/2006,2006-01-21,2006-01-21,Newcastle,Blackburn,A,20,26,24,25,5,-2,16,17,9,0,2,0,0,2.2666666666666666,3.15,2.9666666666666663,H Webb
2005/2006,2006-01-21,2006-01-21,Tottenham,Aston Villa,D,31,26,19,32,12,-3,30,13,24,4,1,0,0,1.6366666666666667,3.3666666666666667,5.333333333333333,G Poll
2005/2006,2006-01-21,2006-01-21,West Brom,Sunderland,A,20,15,31,38,-6,-15,16,3,-3,-1,-5,0,0,1.6900000000000002,3.3666666666666667,4.8999999999999995,P Dowd
2005/2006,2006-01-22,2006-01-28,Chelsea,Charlton,D,48,26,11,30,36,-1,45,15,45,11,-4,0,0,1.1633333333333333,6,14.333333333333334,S Bennett
2005/2006,2006-01-22,2006-01-28,Man United,Liverpool,H,41,29,20,11,29,11,31,16,24,3,0,0,0,2.2333333333333334,3.0666666666666664,3.1,M Riley
2005/2006,2006-01-23,2006-01-28,West Ham,Fulham,H,29,26,31,30,-2,-9,13,3,-3,-4,-3,0,0,2.1,3.15,3.3333333333333335,U Rennie
2005/2006,2006-01-31,2006-02-04,Charlton,West Brom,D,27,21,31,32,-2,-18,19,6,-2,2,1,0,0,1.8099999999999998,3.233333333333333,4.243333333333333,I Williamson
2005/2006,2006-01-31,2006-02-04,Fulham,Tottenham,H,27,31,32,19,0,5,23,16,12,2,-1,0,0,2.716666666666667,3.1333333333333333,2.4499999999999997,H Webb
2005/2006,2006-01-31,2006-02-04,Sunderland,Middlesbrough,A,17,27,40,40,-16,-7,4,8,-26,-2,-1,0,0,2.6666666666666665,3.1333333333333333,2.5,A Wiley
2005/2006,2006-01-31,2006-02-04,Wigan,Everton,D,28,16,29,31,0,-21,22,22,2,-2,2,0,0,2.2,3.1,3.1333333333333333,M Dean
2005/2006,2006-02-01,2006-02-04,Arsenal,West Ham,A,34,31,16,32,23,-5,28,20,24,1,1,0,0,1.3666666666666665,4.176666666666667,8,M Halsey
2005/2006,2006-02-01,2006-02-04,Aston Villa,Chelsea,D,26,49,32,12,-3,25,16,28,-8,-1,5,0,0,7.333333333333333,3.9333333333333336,1.43,R Styles
2005/2006,2006-02-01,2006-02-04,Blackburn,Man United,H,27,42,25,20,5,19,20,24,9,0,-1,0,0,3.9,3.2000000000000006,1.8833333333333335,P Dowd
2005/2006,2006-02-01,2006-02-04,Liverpool,Birmingham,D,29,20,12,31,22,-19,34,8,30,8,-4,0,0,1.2833333333333332,4.566666666666667,10.5,U Rennie
2005/2006,2006-02-01,2006-02-04,Man City,Newcastle,H,30,20,27,25,3,-8,20,10,6,1,-3,0,0,2,3.2000000000000006,3.516666666666667,C Foy
2005/2006,2006-02-01,2006-02-04,Portsmouth,Bolton,D,16,27,39,20,-16,1,14,16,-5,-1,0,0,0,2.783333333333333,3.15,2.3666666666666667,D Gallagher
2005/2006,2006-02-04,2006-02-04,Birmingham,Arsenal,A,20,34,31,16,-5,9,14,13,-6,2,-1,0,0,3.6,3.2000000000000006,1.9833333333333334,M Riley
2005/2006,2006-02-04,2006-02-04,Bolton,Wigan,D,27,28,20,29,13,-3,24,18,18,1,1,0,0,1.8999999999999997,3.2000000000000006,3.8166666666666664,S Bennett
2005/2006,2006-02-04,2006-02-04,Everton,Man City,H,16,30,31,27,-13,-2,13,15,-6,2,-1,0,0,2.1833333333333336,3.1333333333333333,3.15,A Marriner
2005/2006,2006-02-04,2006-02-04,Man United,Fulham,H,42,27,20,32,30,-10,34,3,27,4,-4,0,0,1.2833333333333332,4.633333333333334,10.166666666666666,M Atkinson
2005/2006,2006-02-04,2006-02-04,Middlesbrough,Aston Villa,A,27,26,40,32,-7,-3,15,14,-5,-1,0,0,0,2.2666666666666666,3.1333333333333333,2.9666666666666663,L Mason
2005/2006,2006-02-04,2006-02-04,Newcastle,Portsmouth,H,20,16,25,39,4,-15,16,7,6,-1,-6,0,0,1.7333333333333334,3.3666666666666667,4.433333333333334,M Halsey
2005/2006,2006-02-04,2006-02-04,West Brom,Blackburn,H,21,27,32,25,-6,-1,16,20,-6,-2,3,0,0,2.75,3.1333333333333333,2.4233333333333333,C Foy
2005/2006,2006-02-04,2006-02-04,West Ham,Sunderland,H,31,17,32,40,-1,-15,16,6,0,1,1,0,0,1.5166666666666666,3.6666666666666665,6.033333333333334,R Styles
2005/2006,2006-02-05,2006-02-11,Chelsea,Liverpool,H,50,30,13,13,36,10,46,16,45,0,-1,0,0,1.7999999999999998,3.1333333333333333,4.5,A Wiley
2005/2006,2006-02-05,2006-02-11,Tottenham,Charlton,H,31,27,20,31,12,-1,31,16,24,0,0,0,0,1.7333333333333334,3.266666666666667,4.733333333333333,P Dowd
2005/2006,2006-02-08,2006-02-11,Charlton,Liverpool,H,27,30,31,13,-2,7,20,19,-2,0,-1,0,0,4.483333333333333,3.283333333333333,1.75,A Marriner
2005/2006,2006-02-11,2006-02-11,Arsenal,Bolton,D,38,29,19,22,24,1,28,17,21,-1,0,0,0,1.5,3.8000000000000003,6,H Webb
2005/2006,2006-02-11,2006-02-11,Aston Villa,Newcastle,A,31,22,33,28,1,-9,17,10,-8,0,-4,0,0,2.1166666666666667,3.1666666666666665,3.25,M Riley
2005/2006,2006-02-11,2006-02-11,Everton,Blackburn,H,18,31,32,30,-12,-2,16,20,-3,3,-1,0,0,2.25,3.1333333333333333,3,P Walton
2005/2006,2006-02-11,2006-02-11,Fulham,West Brom,H,30,23,36,32,-1,-16,26,7,15,3,0,0,0,1.8433333333333335,3.2166666666666663,4.076666666666667,G Poll
2005/2006,2006-02-11,2006-02-11,Middlesbrough,Chelsea,H,30,50,44,13,-8,25,15,29,-8,-2,0,0,0,7,4.026666666666666,1.4166666666666667,S Bennett
2005/2006,2006-02-11,2006-02-11,Portsmouth,Man United,A,17,49,42,26,-18,20,15,24,-5,0,-2,0,0,5.666666666666667,3.65,1.5433333333333332,U Rennie
2005/2006,2006-02-11,2006-02-11,Wigan,Liverpool,A,30,30,31,13,0,4,23,22,2,0,-1,0,0,3.6833333333333336,3.1666666666666665,1.9666666666666668,R Styles
2005/2006,2006-02-12,2006-02-18,Man City,Charlton,H,33,30,28,34,5,-1,23,16,9,2,-1,0,0,1.8666666666666665,3.2000000000000006,3.9666666666666663,M Dean
2005/2006,2006-02-12,2006-02-18,Sunderland,Tottenham,D,17,34,45,21,-21,4,4,16,-29,-3,-2,0,0,5.233333333333333,3.466666666666667,1.623333333333333,A Marriner
2005/2006,2006-02-13,2006-02-18,West Ham,Birmingham,H,36,21,34,34,2,-21,19,9,3,2,0,0,0,1.8333333333333333,3.2000000000000006,4.133333333333334,D Gallagher
2005/2006,2006-02-14,2006-02-18,Liverpool,Arsenal,H,31,39,17,20,22,10,35,16,30,0,1,0,0,2.033333333333333,3.1,3.5666666666666664,G Poll
2005/2006,2006-02-15,2006-02-18,Blackburn,Sunderland,H,31,17,31,45,4,-20,23,6,12,1,-1,0,0,1.4833333333333334,3.75,6.466666666666666,K Stroud
2005/2006,2006-02-19,2006-02-25,Tottenham,Wigan,D,35,30,22,32,14,-3,34,19,27,1,0,0,0,1.67,3.4499999999999997,4.75,U Rennie
2005/2006,2006-02-22,2006-02-25,Newcastle,Charlton,D,24,32,29,37,3,-2,19,16,9,1,-2,0,0,1.8500000000000003,3.2000000000000006,4.05,U Rennie
2005/2006,2006-02-25,2006-02-25,Birmingham,Sunderland,H,21,18,37,48,-7,-22,14,6,-9,-1,-2,0,0,1.6866666666666665,3.3666666666666667,4.866666666666667,S Bennett
2005/2006,2006-02-25,2006-02-25,Blackburn,Arsenal,H,33,39,31,21,6,9,26,16,15,2,-1,0,0,3,3.15,2.25,U Rennie
2005/2006,2006-02-25,2006-02-25,Charlton,Aston Villa,D,32,32,37,35,-2,1,23,17,-2,1,1,0,0,2.166666666666667,3.15,3.1666666666666665,C Foy
2005/2006,2006-02-25,2006-02-25,Chelsea,Portsmouth,H,52,18,16,45,35,-17,49,7,45,1,-7,0,0,1.14,6.416666666666667,15.666666666666666,M Riley
2005/2006,2006-02-25,2006-02-25,Newcastle,Everton,H,24,19,29,32,5,-20,23,23,12,1,0,0,0,2.15,3.1333333333333333,3.233333333333333,G Poll
2005/2006,2006-02-26,2006-03-04,Bolton,Fulham,H,30,36,23,37,13,-11,25,3,18,0,-5,0,0,1.8166666666666667,3.2166666666666663,4.233333333333333,P Dowd
2005/2006,2006-02-26,2006-03-04,Liverpool,Man City,H,32,36,17,30,23,0,38,15,33,1,-2,0,0,1.5433333333333332,3.633333333333333,5.733333333333333,D Gallagher
2005/2006,2006-02-26,2006-03-04,West Brom,Middlesbrough,A,24,33,38,44,-4,-8,19,11,-3,1,1,0,0,2.4,3.15,2.75,M Dean
2005/2006,2006-03-04,2006-03-04,Aston Villa,Portsmouth,H,32,18,35,47,0,-19,17,7,-11,-1,-8,0,0,1.7066666666666668,3.4333333333333336,4.533333333333334,M Dean
2005/2006,2006-03-04,2006-03-04,Fulham,Arsenal,A,36,39,37,22,4,8,29,16,18,4,-2,0,0,3.1,3.15,2.2,R Styles
2005/2006,2006-03-04,2006-03-04,Liverpool,Charlton,D,32,32,17,37,24,-2,42,17,37,1,0,0,0,1.5,3.65,6.483333333333333,M Atkinson
2005/2006,2006-03-04,2006-03-04,Middlesbrough,Birmingham,H,33,22,44,37,-5,-24,18,9,-5,1,-1,0,0,1.8666666666666665,3.2166666666666663,3.9666666666666663,G Poll
2005/2006,2006-03-04,2006-03-04,Newcastle,Bolton,H,26,30,29,23,7,1,27,18,16,1,0,0,0,2.25,3.15,3,A Wiley
2005/2006,2006-03-04,2006-03-04,West Brom,Chelsea,A,24,54,38,16,-7,24,19,29,-6,1,-1,0,0,7.766666666666667,4.05,1.3933333333333333,M Halsey
2005/2006,2006-03-04,2006-03-04,West Ham,Everton,D,39,19,34,34,5,-22,22,23,6,3,-1,0,0,2.0833333333333335,3.15,3.35,M Riley
2005/2006,2006-03-05,2006-03-11,Man City,Sunderland,H,36,18,31,49,6,-23,26,6,12,3,-3,0,0,1.4166666666666667,4.01,7,C Foy
2005/2006,2006-03-05,2006-03-11,Tottenham,Blackburn,H,37,34,24,31,14,-3,35,20,27,0,-2,0,0,1.8833333333333335,3.2166666666666663,3.9,H Webb
2005/2006,2006-03-06,2006-03-11,Wigan,Man United,A,32,52,34,27,-1,22,23,27,-1,-1,1,0,0,4.733333333333333,3.366666666666667,1.7033333333333331,S Bennett
2005/2006,2006-03-11,2006-03-11,Birmingham,West Brom,D,22,25,38,42,-6,-21,17,7,-6,1,-1,0,0,2,3.1666666666666665,3.5499999999999994,P Dowd
2005/2006,2006-03-11,2006-03-11,Blackburn,Aston Villa,H,34,33,31,35,7,1,29,18,18,3,0,0,0,1.8266666666666669,3.2000000000000006,4.233333333333333,D Gallagher
2005/2006,2006-03-11,2006-03-11,Bolton,West Ham,H,33,41,27,36,12,-2,28,23,21,1,2,0,0,2.033333333333333,3.15,3.516666666666667,M Dean
2005/2006,2006-03-11,2006-03-11,Chelsea,Tottenham,H,56,37,17,24,37,4,52,17,48,2,0,0,0,1.4466666666666665,3.9333333333333336,6.766666666666667,G Poll
2005/2006,2006-03-11,2006-03-11,Everton,Fulham,H,21,37,36,43,-11,-16,19,3,0,4,-6,0,0,1.8433333333333335,3.1833333333333336,4.1499999999999995,U Rennie
2005/2006,2006-03-11,2006-03-11,Portsmouth,Man City,H,18,36,48,31,-20,-1,15,15,-8,-1,-3,0,0,2.733333333333333,3.15,2.4233333333333333,M Halsey
2005/2006,2006-03-11,2006-03-11,Sunderland,Wigan,A,18,32,49,34,-23,-3,5,20,-29,0,0,0,0,3,3.1833333333333336,2.2333333333333334,M Riley
2005/2006,2006-03-12,2006-03-18,Arsenal,Liverpool,H,43,33,22,17,24,1,29,25,21,0,1,0,0,2.2333333333333334,3.1,3.0666666666666664,S Bennett
2005/2006,2006-03-12,2006-03-18,Charlton,Middlesbrough,H,32,36,37,44,-2,-5,24,14,-2,0,2,0,0,2.2333333333333334,3.1,3.0666666666666664,A Wiley
2005/2006,2006-03-12,2006-03-18,Man United,Newcastle,H,54,29,28,30,31,-8,37,13,30,5,1,0,0,1.3999999999999997,4.11,7.1000000000000005,R Styles
2005/2006,2006-03-15,2006-03-18,Liverpool,Fulham,H,33,38,17,46,25,-18,46,3,40,0,-7,0,0,1.36,4.16,8.166666666666666,A Wiley
2005/2006,2006-03-18,2006-03-18,Arsenal,Charlton,H,43,32,22,37,28,-2,35,18,27,0,0,0,0,1.3166666666666667,4.333333333333333,8.666666666666666,D Gallagher
2005/2006,2006-03-18,2006-03-18,Birmingham,Tottenham,A,23,41,39,28,-6,4,18,17,-6,0,-1,0,0,3.0499999999999994,3.1,2.266666666666667,U Rennie
2005/2006,2006-03-18,2006-03-18,Blackburn,Middlesbrough,H,38,36,34,44,8,-7,32,14,21,4,2,0,0,1.7933333333333332,3.266666666666667,4.3,C Foy
2005/2006,2006-03-18,2006-03-18,Bolton,Sunderland,H,37,19,28,52,15,-25,31,6,24,2,-4,0,0,1.3266666666666669,4.466666666666667,8.416666666666666,P Dowd
2005/2006,2006-03-18,2006-03-18,Everton,Aston Villa,H,24,33,37,37,-9,-1,22,18,3,5,-1,0,0,1.8666666666666665,3.2166666666666663,4,R Styles
2005/2006,2006-03-18,2006-03-18,Man City,Wigan,A,39,34,34,36,6,-3,29,23,15,4,1,0,0,2.0500000000000003,3.1333333333333333,3.483333333333333,M Atkinson
2005/2006,2006-03-18,2006-03-18,West Brom,Man United,A,26,54,43,28,-10,23,19,30,-9,-2,2,0,0,5.666666666666667,3.8166666666666664,1.5166666666666666,H Webb
2005/2006,2006-03-18,2006-03-18,West Ham,Portsmouth,A,42,20,40,49,5,-20,23,7,6,0,-9,0,0,1.95,3.1833333333333336,3.733333333333333,A Wiley
2005/2006,2006-03-19,2006-03-25,Fulham,Chelsea,H,39,58,51,18,-1,25,29,32,15,-1,1,0,0,6.933333333333334,4,1.4333333333333333,M Dean
2005/2006,2006-03-19,2006-03-25,Newcastle,Liverpool,A,29,39,32,20,9,4,30,25,19,2,-1,0,0,2.8066666666666666,3.15,2.3566666666666665,M Riley
2005/2006,2006-03-25,2006-03-25,Aston Villa,Fulham,D,34,39,41,51,1,-22,20,3,-8,1,-8,0,0,1.9333333333333333,3.1833333333333336,3.733333333333333,L Mason
2005/2006,2006-03-25,2006-03-25,Chelsea,Man City,H,58,39,18,35,38,-1,55,15,51,3,-4,0,0,1.2666666666666666,4.733333333333333,10.833333333333334,R Styles
2005/2006,2006-03-25,2006-03-25,Liverpool,Everton,H,39,28,20,38,28,-22,49,24,43,1,0,0,0,1.6066666666666667,3.4333333333333336,5.5,P Dowd
2005/2006,2006-03-25,2006-03-25,Sunderland,Blackburn,A,19,41,54,36,-25,-2,5,20,-32,-1,-3,0,0,4.683333333333334,3.3833333333333333,1.7033333333333334,P Walton
2005/2006,2006-03-25,2006-03-25,Wigan,West Ham,A,35,44,36,44,-1,-5,23,23,-4,-2,-1,0,0,2.033333333333333,3.1333333333333333,3.516666666666667,D Gallagher
2005/2006,2006-03-26,2006-04-01,Charlton,Newcastle,H,34,30,41,35,-4,-10,27,13,1,1,-1,0,0,2.2666666666666666,3.15,2.966666666666667,M Halsey
2005/2006,2006-03-26,2006-04-01,Man United,Birmingham,H,58,23,29,41,34,-25,40,9,33,6,-2,0,0,1.1933333333333334,5.566666666666666,13.333333333333334,M Dean
2005/2006,2006-03-26,2006-04-01,Middlesbrough,Bolton,H,39,39,49,28,-2,0,21,18,-2,2,-1,0,0,2.4,3.1333333333333333,2.7733333333333334,H Webb
2005/2006,2006-03-27,2006-04-01,Tottenham,West Brom,H,43,27,28,45,14,-21,38,8,30,1,0,0,0,1.4299999999999997,3.9166666666666665,7,C Foy
2005/2006,2006-03-29,2006-04-01,Man United,West Ham,H,58,46,29,45,39,-4,46,26,39,6,1,0,0,1.2866666666666668,4.8999999999999995,8.833333333333334,G Poll
2005/2006,2006-04-01,2006-04-01,Arsenal,Aston Villa,H,48,34,23,41,32,-4,41,18,33,2,-2,0,0,1.31,4.6499999999999995,8.616666666666667,M Atkinson
2005/2006,2006-04-01,2006-04-01,Birmingham,Chelsea,D,23,60,41,19,-8,26,18,32,-9,-1,-1,0,0,8,4.383333333333334,1.3500000000000003,D Gallagher
