,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,HSCum,ASCum,HSTCum,ASTCum,HFCum,AFCum,HCCum,ACCum,HYCum,AYCum,HRCum,ARCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA
5874,2020/2021,2021-01-17,2021-01-23,Man City,Crystal Palace,4,0,H,6,0,0,4,6,-4,13,2,6,0,9,8,11,1,0,0,0,0,6,0,6,3.125,2.4444444444444446,1.625,3.2222222222222223,1.125,-1.3333333333333333,2.125,1.2222222222222223,15.5,12.11111111111111,5.375,4.222222222222222,10.0,11.333333333333334,6.625,4.555555555555555,1.5,1.3333333333333333,0.0,0.2222222222222222,0.75,2,0,40.0,30.0,1.163333333333333,7.816666666666666,15.666666666666666
5875,2020/2021,2021-01-18,2021-01-23,Arsenal,Newcastle,3,0,H,3,0,0,5,3,-5,20,4,6,1,9,8,7,2,0,0,0,0,3,0,3,2.2222222222222223,2.25,2.111111111111111,3.375,-0.5555555555555556,-0.125,1.3333333333333333,1.0,11.555555555555555,8.5,4.111111111111111,2.875,10.222222222222221,10.5,6.444444444444445,3.625,1.3333333333333333,2.125,0.2222222222222222,0.125,-0.3333333333333333,0,-3,33.0,28.0,1.4333333333333333,4.55,7.333333333333333
5876,2020/2021,2021-01-19,2021-01-23,West Ham,West Brom,2,1,H,2,1,1,2,1,-1,14,6,6,2,10,10,3,1,0,1,0,0,3,0,3,2.7777777777777777,1.5555555555555556,2.3333333333333335,4.555555555555555,0.3333333333333333,-2.6666666666666665,2.0,0.6666666666666666,12.444444444444445,8.0,4.111111111111111,2.6666666666666665,11.0,10.555555555555555,5.0,1.7777777777777777,1.0,1.3333333333333333,0.0,0.1111111111111111,0.6666666666666666,1,1,26.0,0.0,1.58,4.033333333333333,5.733333333333333
5877,2020/2021,2021-01-19,2021-01-23,Leicester,Chelsea,2,0,H,2,0,0,2,2,-2,8,9,6,5,7,16,6,3,1,3,0,0,3,0,3,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3333333333333335,0.4444444444444444,0.5555555555555556,1.7777777777777777,1.5555555555555556,12.222222222222221,14.333333333333334,3.5555555555555554,4.777777777777778,11.333333333333334,11.666666666666666,6.111111111111111,6.555555555555555,1.8888888888888888,1.4444444444444444,0.0,0.0,0.2222222222222222,1,1,37.0,39.0,2.856666666666667,3.3833333333333333,2.45
5878,2020/2021,2021-01-20,2021-01-23,Man City,Aston Villa,2,0,H,6,2,0,2,6,0,28,11,9,4,10,9,16,2,0,2,0,0,6,0,6,2.7777777777777777,3.625,1.4444444444444444,2.0,1.6666666666666667,1.0,2.5555555555555554,2.125,15.222222222222221,12.5,5.444444444444445,5.0,9.88888888888889,11.0,7.111111111111111,6.75,1.3333333333333333,1.875,0.0,0.0,1.3333333333333333,2,-1,40.0,24.0,1.2466666666666666,6.25,11.166666666666666
5879,2020/2021,2021-01-20,2021-01-23,Fulham,Man United,1,2,A,1,2,2,1,-1,1,12,15,5,5,6,10,2,8,3,1,0,0,0,4,-4,1.5555555555555556,3.7777777777777777,2.7777777777777777,2.6666666666666665,-0.8888888888888888,2.0,0.8888888888888888,3.5555555555555554,11.444444444444445,13.555555555555555,3.6666666666666665,6.333333333333333,13.11111111111111,12.555555555555555,3.5555555555555554,3.6666666666666665,2.3333333333333335,1.2222222222222223,0.2222222222222222,0.0,-1.4444444444444444,-1,1,0.0,38.0,5.8500000000000005,4.303333333333334,1.5433333333333332
5880,2020/2021,2021-01-21,2021-01-23,Liverpool,Burnley,0,1,A,0,1,1,0,-1,1,27,6,6,4,11,8,12,0,2,1,0,0,1,3,-2,4.111111111111111,1.0,2.3333333333333335,2.4444444444444446,2.111111111111111,-1.0,2.5555555555555554,1.1111111111111112,17.22222222222222,9.444444444444445,6.555555555555555,3.111111111111111,10.444444444444445,12.11111111111111,6.666666666666667,4.222222222222222,0.6666666666666666,1.4444444444444444,0.0,0.0,1.8888888888888888,0,-2,41.0,32.0,1.1866666666666665,7.2,14.666666666666666
5881,2020/2021,2021-01-23,2021-01-23,Aston Villa,Newcastle,2,0,H,2,0,2,5,0,-5,14,7,5,1,9,18,5,4,0,3,0,0,3,0,3,4.142857142857143,2.0,2.2857142857142856,3.0,1.1428571428571428,-0.6666666666666666,1.4285714285714286,0.8888888888888888,18.571428571428573,8.0,6.857142857142857,2.6666666666666665,12.142857142857142,10.222222222222221,8.0,3.4444444444444446,1.7142857142857142,1.8888888888888888,0.14285714285714285,0.1111111111111111,-0.42857142857142855,1,-3,24.0,28.0,1.4766666666666666,4.666666666666667,6.25
5882,2020/2021,2021-01-26,2021-01-30,Crystal Palace,West Ham,2,3,A,3,3,3,2,0,1,6,17,3,7,9,8,3,4,0,0,0,0,3,3,0,2.4444444444444446,3.0,3.6666666666666665,2.4444444444444446,-1.0,0.2222222222222222,1.8888888888888888,2.0,7.777777777777778,11.555555555555555,3.0,3.888888888888889,11.0,10.11111111111111,4.444444444444445,4.555555555555555,1.4444444444444444,1.3333333333333333,0.0,0.0,0.4444444444444444,1,1,30.0,26.0,3.1166666666666667,3.233333333333333,2.373333333333333
5883,2020/2021,2021-01-26,2021-01-30,Newcastle,Leeds,1,2,A,3,2,2,1,1,1,22,9,5,2,10,15,9,5,1,3,0,0,0,3,-3,2.0,3.3333333333333335,3.5555555555555554,3.7777777777777777,-1.1111111111111112,-0.3333333333333333,1.2222222222222223,1.6666666666666667,9.11111111111111,15.444444444444445,3.3333333333333335,5.333333333333333,10.333333333333334,8.88888888888889,4.0,5.777777777777778,1.6666666666666667,1.2222222222222223,0.0,0.0,-0.3333333333333333,-1,-1,28.0,0.0,3.8166666666666664,3.7999999999999994,1.8866666666666667
5884,2020/2021,2021-01-26,2021-01-30,Southampton,Arsenal,1,3,A,1,3,4,1,-3,2,13,9,5,5,11,6,4,5,1,2,0,0,0,3,-3,2.888888888888889,2.5555555555555554,2.3333333333333335,2.111111111111111,1.0,0.7777777777777778,2.111111111111111,2.111111111111111,11.555555555555555,11.11111111111111,5.333333333333333,3.888888888888889,12.0,8.666666666666666,4.888888888888889,4.333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.1111111111111111,0.3333333333333333,1,2,31.0,33.0,3.483333333333333,3.6,2.05
5885,2020/2021,2021-01-26,2021-01-30,West Brom,Man City,0,5,A,2,6,7,0,-5,6,4,18,1,7,8,8,3,8,2,0,0,0,1,3,-2,1.6666666666666667,3.875,4.777777777777778,1.625,-3.5555555555555554,0.125,0.5555555555555556,1.875,8.777777777777779,15.875,3.0,5.5,11.11111111111111,9.75,5.222222222222222,6.625,1.2222222222222223,1.25,0.2222222222222222,0.0,-2.0,-4,2,0.0,40.0,15.333333333333334,7.166666666666667,1.1866666666666665
5886,2020/2021,2021-01-27,2021-01-30,Burnley,Aston Villa,3,2,H,3,3,2,3,1,0,10,18,5,10,16,7,2,4,1,0,0,0,3,3,0,1.25,3.4444444444444446,2.75,2.0,-2.0,0.8888888888888888,1.25,1.8888888888888888,9.0,12.333333333333334,2.5,4.888888888888889,10.625,10.777777777777779,4.25,6.222222222222222,1.25,1.8888888888888888,0.0,0.0,-0.375,-1,-2,32.0,24.0,3.8166666666666664,3.516666666666667,1.9666666666666668
5887,2020/2021,2021-01-27,2021-01-30,Chelsea,Wolves,0,0,D,0,0,0,1,0,-1,14,4,5,0,14,7,13,1,1,1,0,0,1,1,0,3.6666666666666665,2.3333333333333335,2.5555555555555554,3.2222222222222223,0.8888888888888888,-1.0,2.111111111111111,1.2222222222222223,13.88888888888889,10.11111111111111,5.666666666666667,3.4444444444444446,12.555555555555555,10.555555555555555,5.888888888888889,4.555555555555555,1.4444444444444444,1.5555555555555556,0.1111111111111111,0.0,1.1111111111111112,-1,0,39.0,36.0,1.61,4.083333333333333,5.416666666666667
5888,2020/2021,2021-01-27,2021-01-30,Brighton,Fulham,0,0,D,0,2,0,2,0,0,16,10,5,3,10,14,10,0,2,1,0,0,1,2,-1,2.4444444444444446,1.875,3.2222222222222223,3.375,-0.4444444444444444,-0.625,0.6666666666666666,1.125,13.88888888888889,11.75,3.5555555555555554,3.875,11.666666666666666,12.875,6.0,4.625,2.0,1.625,0.0,0.125,-1.5555555555555556,0,0,25.0,0.0,2.066666666666667,3.3666666666666667,3.733333333333333
5889,2020/2021,2021-01-27,2021-01-30,Everton,Leicester,1,1,D,1,1,3,1,-2,0,8,19,2,6,12,10,5,11,1,1,0,0,1,1,0,3.5,3.888888888888889,2.625,2.3333333333333335,0.75,1.2222222222222223,1.625,2.4444444444444446,11.125,11.444444444444445,4.375,4.666666666666667,10.625,8.333333333333334,5.0,4.111111111111111,1.75,2.2222222222222223,0.125,0.0,0.25,-1,1,29.0,37.0,2.8166666666666664,3.266666666666667,2.5666666666666664
5890,2020/2021,2021-01-27,2021-01-30,Man United,Sheffield United,1,2,A,1,2,2,2,-1,0,16,5,4,3,10,12,7,2,1,1,0,0,0,3,-3,4.0,1.1111111111111112,2.7777777777777777,3.5555555555555554,0.3333333333333333,-2.111111111111111,2.2222222222222223,0.1111111111111111,13.777777777777779,8.0,5.222222222222222,2.3333333333333335,12.333333333333334,13.333333333333334,6.222222222222222,4.888888888888889,2.0,2.3333333333333335,0.1111111111111111,0.2222222222222222,0.7777777777777778,3,-2,38.0,34.0,1.2699999999999998,6.0,10.333333333333334
5891,2020/2021,2021-01-28,2021-01-30,Tottenham,Liverpool,1,3,A,1,3,3,1,-2,2,3,14,2,7,9,11,1,2,1,2,0,0,0,3,-3,3.6666666666666665,4.111111111111111,1.8888888888888888,2.4444444444444446,0.5555555555555556,1.6666666666666667,1.6666666666666667,1.6666666666666667,11.666666666666666,13.777777777777779,5.222222222222222,5.111111111111111,14.333333333333334,10.0,4.333333333333333,6.888888888888889,1.3333333333333333,1.3333333333333333,0.1111111111111111,0.0,0.3333333333333333,0,-1,35.0,41.0,3.1666666666666665,3.6,2.2
5892,2020/2021,2021-01-30,2021-01-30,Everton,Newcastle,0,2,A,1,3,3,2,-2,1,11,13,3,3,13,6,7,12,3,4,0,0,1,3,-2,3.111111111111111,1.8,2.3333333333333335,3.2,0.4444444444444444,-1.1,1.5555555555555556,0.8,10.777777777777779,7.9,4.111111111111111,2.5,10.777777777777779,11.0,5.0,3.5,1.6666666666666667,2.0,0.1111111111111111,0.1,0.2222222222222222,-1,-5,29.0,28.0,1.5666666666666667,3.966666666666667,6.333333333333333
5893,2020/2021,2021-01-30,2021-01-30,Crystal Palace,Wolves,1,0,H,3,0,3,1,0,-1,11,6,2,4,7,10,1,6,1,2,0,0,3,1,2,2.2,2.1,3.3,2.9,-0.9,-1.0,2.0,1.2,7.6,9.5,3.0,3.1,10.8,10.2,4.3,4.2,1.3,1.5,0.0,0.0,0.4,1,0,30.0,36.0,2.9066666666666663,3.116666666666667,2.5833333333333335
5894,2020/2021,2021-01-30,2021-01-30,Man City,Sheffield United,1,0,H,6,2,0,2,6,0,10,4,5,1,7,10,10,0,0,3,0,0,3,3,0,3.1,1.0,1.3,3.2,2.1,-1.9,2.9,0.4,16.5,7.7,5.8,2.4,9.9,13.2,8.0,4.6,1.2,2.2,0.0,0.2,1.8,4,-2,40.0,34.0,1.1266666666666667,8.5,20.166666666666668
5895,2020/2021,2021-01-30,2021-01-30,West Brom,Fulham,2,2,D,2,2,7,2,-5,0,5,12,3,7,9,10,2,3,1,0,0,0,1,2,-1,1.5,1.6666666666666667,4.3,3.0,-3.7,-0.5555555555555556,0.6,1.2222222222222223,8.3,11.555555555555555,2.8,3.7777777777777777,10.8,13.0,5.0,4.111111111111111,1.3,1.5555555555555556,0.2,0.1111111111111111,-2.0,-4,0,0.0,0.0,3.2999999999999994,3.2000000000000006,2.3
5896,2020/2021,2021-01-30,2021-01-30,Arsenal,Man United,0,0,D,3,1,1,2,2,-1,17,14,3,3,9,16,4,7,1,3,0,0,1,1,0,2.3,3.6,1.9,2.5,-0.2,1.9,1.5,3.6,12.4,13.7,4.3,6.2,10.1,12.3,6.5,4.1,1.2,1.2,0.2,0.0,0.0,1,1,33.0,38.0,2.8499999999999996,3.3833333333333333,2.4833333333333334
5897,2020/2021,2021-01-30,2021-01-30,Southampton,Aston Villa,0,1,A,1,3,4,3,-3,0,20,8,5,4,12,11,7,1,1,0,0,0,0,3,-3,2.6,3.1,2.1,1.8,0.6,0.8,1.9,2.0,11.7,12.9,5.3,5.4,11.9,10.4,4.8,6.0,1.6,1.7,0.0,0.0,0.0,1,-2,31.0,24.0,2.8166666666666664,3.5833333333333335,2.39
5898,2020/2021,2021-01-31,2021-02-06,Chelsea,Burnley,2,0,H,3,1,0,5,3,-4,19,1,8,0,7,9,4,2,0,1,0,0,3,0,3,3.3,1.3,2.3,2.4,0.8,-0.8,2.0,1.3,13.9,9.1,5.6,3.2,12.7,11.7,6.6,3.8,1.4,1.4,0.1,0.0,1.0,0,1,39.0,32.0,1.33,5.166666666666667,9.333333333333334
5899,2020/2021,2021-01-31,2021-02-06,Leicester,Leeds,1,3,A,3,4,3,3,0,1,18,8,8,7,17,16,6,4,0,3,0,0,0,3,-3,3.6,3.2,2.2,3.5,0.6,-0.2,1.9,1.8,11.8,14.8,3.8,5.0,10.9,9.5,6.1,5.7,1.8,1.4,0.0,0.0,0.5,2,1,37.0,0.0,1.8099999999999998,3.983333333333333,4.066666666666666
5900,2020/2021,2021-01-31,2021-02-06,West Ham,Liverpool,1,3,A,4,3,4,2,0,1,8,14,2,5,7,8,6,5,2,0,0,0,0,3,-3,3.0,4.0,2.4,2.3,0.4,1.7,2.1,1.8,12.6,13.8,4.3,5.3,10.9,10.1,4.8,6.4,0.9,1.4,0.0,0.0,0.9,2,1,26.0,41.0,4.36,3.9,1.7666666666666668
5901,2020/2021,2021-01-31,2021-02-06,Brighton,Tottenham,1,0,H,3,0,1,2,2,-2,16,8,5,4,11,11,9,2,2,1,0,0,3,0,3,2.2,3.7777777777777777,2.9,2.2222222222222223,-0.4,1.4444444444444444,0.7,2.111111111111111,14.1,11.777777777777779,3.7,4.333333333333333,11.5,10.333333333333334,6.4,4.444444444444445,2.0,1.1111111111111112,0.0,0.0,-1.5,0,1,25.0,35.0,3.1666666666666665,3.3333333333333335,2.3
5902,2020/2021,2021-02-02,2021-02-06,Sheffield United,West Brom,2,1,H,2,1,1,2,1,-1,14,8,6,4,11,9,9,2,2,1,0,0,3,0,3,1.2,1.7,3.4,5.0,-1.4,-2.5,0.4,0.6,10.5,7.8,3.6,2.6,12.4,10.5,5.1,1.7,1.6,1.3,0.0,0.1,-2.1,-1,-1,34.0,0.0,2.016666666666667,3.266666666666667,4.016666666666667
5903,2020/2021,2021-02-02,2021-02-06,Wolves,Arsenal,2,1,H,2,1,1,3,1,-2,11,9,7,3,11,8,9,6,3,2,0,2,3,0,3,2.1,2.6,3.0,2.0,-0.6,0.9,1.6,2.2,14.9,10.9,4.9,4.0,12.9,8.4,6.2,4.4,1.5,1.7,0.0,0.1,0.1,-2,3,36.0,33.0,3.6,3.25,2.1333333333333333
5904,2020/2021,2021-02-02,2021-02-06,Man United,Southampton,9,0,H,12,2,3,12,9,-10,24,3,14,1,11,6,5,3,2,3,0,2,4,0,4,3.7,3.0,2.7,2.7777777777777777,0.2,0.1111111111111111,2.0,1.4444444444444444,14.0,8.555555555555555,5.1,3.2222222222222223,12.1,12.0,6.3,3.3333333333333335,1.9,1.3333333333333333,0.1,0.0,0.4,-1,-1,38.0,31.0,1.4333333333333333,4.716666666666666,6.833333333333333
5905,2020/2021,2021-02-02,2021-02-06,Newcastle,Crystal Palace,1,2,A,4,2,4,1,0,1,21,6,5,3,14,11,9,1,1,3,0,0,3,3,0,2.1,2.5,3.4,3.6,-0.9,-1.6,1.1,1.1,10.4,11.1,3.5,3.8,10.3,11.0,4.5,4.2,1.6,1.2,0.0,0.2,-0.6,-2,-1,28.0,30.0,2.8333333333333335,3.1666666666666665,2.6
5906,2020/2021,2021-02-03,2021-02-06,Burnley,Man City,0,2,A,1,2,5,0,-4,2,2,17,0,6,8,5,1,3,2,1,0,0,1,3,-2,1.4444444444444444,4.111111111111111,2.6666666666666665,1.4444444444444444,-1.6666666666666667,0.7777777777777778,1.4444444444444444,2.0,9.11111111111111,16.11111111111111,2.7777777777777777,5.666666666666667,11.222222222222221,9.555555555555555,4.0,6.777777777777778,1.2222222222222223,1.1111111111111112,0.0,0.0,-0.3333333333333333,1,3,32.0,40.0,13.5,6.583333333333333,1.2133333333333332
5907,2020/2021,2021-02-03,2021-02-06,Fulham,Leicester,0,2,A,0,3,2,3,-2,0,8,9,1,5,17,10,5,2,3,1,0,0,1,3,-2,1.7,3.6,2.9,2.2,-0.9,1.1,0.8,2.3,11.5,12.2,3.8,4.8,12.4,8.5,3.4,4.8,2.4,2.1,0.2,0.0,-1.7,-2,0,0.0,37.0,4.016666666666667,3.483333333333333,1.9266666666666665
5908,2020/2021,2021-02-03,2021-02-06,Leeds,Everton,1,2,A,4,5,3,4,1,1,16,10,7,6,12,12,7,1,2,3,0,0,0,4,-4,3.5555555555555554,3.2222222222222223,3.888888888888889,2.6666666666666665,0.3333333333333333,0.5555555555555556,1.2222222222222223,2.111111111111111,14.11111111111111,10.11111111111111,5.222222222222222,4.444444444444445,10.333333333333334,10.222222222222221,6.222222222222222,4.555555555555555,1.5555555555555556,1.7777777777777777,0.0,0.1111111111111111,-0.3333333333333333,-1,3,0.0,29.0,2.433333333333333,3.6,2.75
5909,2020/2021,2021-02-03,2021-02-06,Aston Villa,West Ham,1,3,A,2,4,3,4,-1,0,9,20,2,10,11,15,7,3,1,1,0,0,3,4,-1,4.25,3.0,2.625,2.4,1.0,0.3,1.625,2.1,18.0,12.1,6.625,4.2,11.75,9.9,7.625,4.5,1.5,1.2,0.125,0.0,0.0,2,2,24.0,26.0,2.183333333333333,3.4166666666666665,3.3166666666666664
5910,2020/2021,2021-02-03,2021-02-06,Liverpool,Brighton,0,1,A,3,3,2,1,1,2,11,13,1,4,12,6,6,3,1,0,0,0,0,4,-4,4.0,2.2,2.3,2.9,1.8,-0.7,2.4,1.6,18.2,10.3,6.5,3.2,10.5,12.3,7.2,4.7,0.8,0.9,0.0,0.3,1.5,-1,1,41.0,25.0,1.3333333333333333,5.333333333333333,8.666666666666666
5911,2020/2021,2021-02-04,2021-02-06,Tottenham,Chelsea,0,1,A,0,3,2,0,-2,3,7,18,2,2,20,14,2,7,2,3,0,0,0,3,-3,3.4,3.3,2.0,2.3,0.3,0.3,1.5,1.4,10.8,13.8,4.9,4.8,13.8,12.1,4.0,6.2,1.3,1.6,0.1,0.0,0.0,-1,-1,35.0,39.0,3.516666666666667,3.4,2.1166666666666667
5912,2020/2021,2021-02-06,2021-02-06,Aston Villa,Arsenal,1,0,H,2,1,3,3,-1,-2,12,14,8,3,12,12,3,7,3,2,0,0,3,0,3,3.7777777777777777,2.3636363636363638,2.3333333333333335,1.8181818181818181,0.7777777777777778,0.6363636363636364,1.7777777777777777,2.0,17.0,10.727272727272727,6.111111111111111,3.909090909090909,11.666666666666666,8.363636363636363,7.555555555555555,4.545454545454546,1.4444444444444444,1.7272727272727273,0.1111111111111111,0.2727272727272727,-0.1111111111111111,2,3,24.0,33.0,2.6566666666666667,3.516666666666667,2.5833333333333335
5913,2020/2021,2021-02-06,2021-02-06,Burnley,Brighton,1,1,D,1,3,5,1,-4,2,20,10,7,2,8,10,8,7,2,0,0,0,1,4,-3,1.3,2.0,2.4,2.6363636363636362,-1.9,-0.45454545454545453,1.4,1.8181818181818181,8.4,10.545454545454545,2.5,3.272727272727273,10.9,11.727272727272727,3.7,4.545454545454546,1.3,0.8181818181818182,0.0,0.2727272727272727,-0.5,1,1,32.0,25.0,3.5666666666666664,3.1333333333333333,2.2
5914,2020/2021,2021-02-06,2021-02-06,Newcastle,Southampton,3,2,H,4,2,4,12,0,-10,6,14,4,5,11,14,0,7,2,1,1,0,3,0,3,1.9090909090909092,2.7,3.090909090909091,2.5,-0.8181818181818182,-0.9,1.2727272727272727,1.3,11.363636363636363,8.0,3.6363636363636362,3.0,10.636363636363637,11.4,4.909090909090909,3.3,1.5454545454545454,1.5,0.0,0.2,-0.5454545454545454,-2,-1,28.0,31.0,2.983333333333333,3.25,2.433333333333333
5915,2020/2021,2021-02-06,2021-02-06,Fulham,West Ham,0,0,D,0,4,2,4,-2,0,20,8,2,1,11,10,7,3,1,2,0,1,1,4,-3,1.5454545454545454,2.727272727272727,2.6363636363636362,2.1818181818181817,-1.0,0.2727272727272727,0.8181818181818182,2.272727272727273,11.181818181818182,12.818181818181818,3.5454545454545454,4.7272727272727275,12.818181818181818,10.363636363636363,3.5454545454545454,4.363636363636363,2.4545454545454546,1.1818181818181819,0.18181818181818182,0.0,-1.7272727272727273,-2,2,0.0,26.0,3.5833333333333335,3.4500000000000006,2.0833333333333335
5916,2020/2021,2021-02-06,2021-02-06,Man United,Everton,3,3,D,12,5,3,4,9,1,14,6,5,3,14,10,5,1,2,1,0,0,4,4,0,3.3636363636363638,2.9,2.4545454545454546,2.4,1.0,0.6,2.1818181818181817,2.3,14.909090909090908,10.1,5.909090909090909,4.6,12.0,10.4,6.181818181818182,4.2,1.9090909090909092,1.9,0.09090909090909091,0.1,0.7272727272727273,-1,3,38.0,29.0,1.5433333333333332,4.233333333333333,6.0
5917,2020/2021,2021-02-07,2021-02-13,Tottenham,West Brom,2,0,H,2,0,3,2,-1,-2,13,4,6,1,16,12,8,0,1,2,0,0,3,0,3,3.090909090909091,1.6363636363636365,2.0,4.7272727272727275,0.09090909090909091,-2.3636363636363638,1.3636363636363635,0.5454545454545454,10.454545454545455,7.818181818181818,4.636363636363637,2.727272727272727,14.363636363636363,10.363636363636363,3.8181818181818183,1.7272727272727273,1.3636363636363635,1.2727272727272727,0.09090909090909091,0.09090909090909091,-0.2727272727272727,-2,-2,35.0,0.0,1.46,4.476666666666667,7.0
5918,2020/2021,2021-02-07,2021-02-13,Wolves,Leicester,0,0,D,0,3,0,1,0,2,13,13,1,3,11,15,8,2,1,3,0,0,1,1,0,2.090909090909091,3.5454545454545454,2.8181818181818183,2.272727272727273,-0.45454545454545453,1.0,1.7272727272727273,2.3636363636363638,14.545454545454545,11.909090909090908,5.090909090909091,4.818181818181818,12.727272727272727,8.636363636363637,6.454545454545454,4.545454545454546,1.6363636363636365,2.0,0.0,0.0,0.36363636363636365,1,1,36.0,37.0,3.466666666666667,3.3666666666666667,2.1333333333333333
5919,2020/2021,2021-02-07,2021-02-13,Liverpool,Man City,1,4,A,2,7,7,1,-5,6,8,8,3,5,13,8,6,1,2,1,0,0,0,3,-3,3.909090909090909,3.9,2.272727272727273,1.3,1.7272727272727273,0.9,2.1818181818181817,2.1,17.545454545454547,16.2,6.0,5.7,10.636363636363637,9.1,7.090909090909091,6.4,0.8181818181818182,1.1,0.0,0.0,1.0,-2,4,41.0,40.0,3.4,3.566666666666667,2.1
5920,2020/2021,2021-02-07,2021-02-13,Sheffield United,Chelsea,1,2,A,1,2,2,1,-1,1,8,9,3,3,8,8,1,8,1,0,0,0,0,3,-3,1.2727272727272727,3.272727272727273,3.1818181818181817,2.090909090909091,-1.1818181818181819,0.5454545454545454,0.6363636363636364,1.5454545454545454,10.818181818181818,14.181818181818182,3.8181818181818183,4.545454545454546,12.272727272727273,12.272727272727273,5.454545454545454,6.2727272727272725,1.6363636363636365,1.7272727272727273,0.0,0.0,-1.6363636363636365,1,1,34.0,39.0,7.083333333333333,4.333333333333333,1.4733333333333334
5921,2020/2021,2021-02-08,2021-02-13,Leeds,Crystal Palace,2,0,H,2,0,0,5,2,-5,17,8,7,3,7,8,5,3,0,2,0,0,3,0,3,3.6,2.4545454545454546,3.8,3.3636363636363638,0.4,-1.3636363636363635,1.1,1.2727272727272727,14.3,10.636363636363637,5.4,3.727272727272727,10.5,11.0,6.3,3.909090909090909,1.6,1.3636363636363635,0.0,0.18181818181818182,-0.7,-2,1,0.0,30.0,1.8333333333333333,3.7999999999999994,4.083333333333333
5922,2020/2021,2021-02-13,2021-02-13,Leicester,Liverpool,3,1,H,3,2,1,7,2,-5,11,15,6,4,9,6,2,12,1,2,0,0,3,0,3,3.5454545454545454,3.909090909090909,2.272727272727273,2.272727272727273,0.5454545454545454,1.6363636363636365,1.7272727272727273,1.9090909090909092,12.363636363636363,13.818181818181818,4.181818181818182,5.2727272727272725,11.454545454545455,9.909090909090908,6.090909090909091,6.2727272727272725,1.6363636363636365,1.2727272727272727,0.0,0.0,0.18181818181818182,-1,2,37.0,41.0,3.5,3.4500000000000006,2.1
5923,2020/2021,2021-02-13,2021-02-13,Crystal Palace,Burnley,0,3,A,0,3,5,0,-5,3,13,16,3,4,15,14,7,4,0,0,0,0,0,3,-3,2.4545454545454546,1.2727272727272727,3.3636363636363638,2.6363636363636362,-0.8181818181818182,-1.0909090909090908,2.090909090909091,1.1818181818181819,7.909090909090909,8.363636363636363,2.909090909090909,2.909090909090909,10.454545454545455,11.454545454545455,4.0,3.6363636363636362,1.2727272727272727,1.3636363636363635,0.0,0.0,0.5454545454545454,1,-1,30.0,32.0,2.356666666666667,3.116666666666667,3.233333333333333
5924,2020/2021,2021-02-13,2021-02-13,Man City,Tottenham,3,0,H,7,2,1,3,6,-1,15,7,6,3,12,13,4,2,1,3,0,0,3,0,3,3.5454545454545454,3.4,1.1818181818181819,2.2,2.4545454545454546,1.1,2.909090909090909,1.9,15.909090909090908,11.4,5.7272727272727275,4.3,9.636363636363637,10.4,8.181818181818182,4.2,1.0909090909090908,1.1,0.0,0.0,1.6363636363636365,5,-1,40.0,35.0,1.3133333333333335,5.5,9.0
5925,2020/2021,2021-02-13,2021-02-13,Brighton,Aston Villa,0,0,D,0,0,0,0,0,0,26,4,9,1,16,12,9,2,2,3,0,0,1,1,0,2.272727272727273,3.272727272727273,2.727272727272727,2.1818181818181817,-0.18181818181818182,0.7272727272727273,0.9090909090909091,2.090909090909091,14.272727272727273,12.454545454545455,3.8181818181818183,5.2727272727272725,11.454545454545455,10.454545454545455,6.636363636363637,5.545454545454546,2.0,1.5454545454545454,0.0,0.0,-1.0909090909090908,1,1,25.0,24.0,2.733333333333333,3.4333333333333336,2.533333333333333
5926,2020/2021,2021-02-14,2021-02-20,Southampton,Wolves,1,2,A,2,3,3,1,-1,2,7,10,3,4,10,9,4,6,2,2,0,0,1,3,-2,2.6363636363636362,2.090909090909091,3.3636363636363638,2.8181818181818183,0.2727272727272727,-1.0,1.7272727272727273,1.1818181818181819,12.454545454545455,9.181818181818182,5.2727272727272725,3.1818181818181817,11.909090909090908,10.181818181818182,5.0,4.363636363636363,1.5454545454545454,1.5454545454545454,0.0,0.0,-0.2727272727272727,-2,-1,31.0,36.0,2.4066666666666667,3.2000000000000006,3.0666666666666664
5927,2020/2021,2021-02-14,2021-02-20,West Brom,Man United,1,1,D,1,1,1,1,0,0,7,10,3,7,13,10,4,5,5,0,0,0,1,1,0,1.6363636363636365,4.454545454545454,4.909090909090909,2.727272727272727,-3.8181818181818183,1.6363636363636365,0.6363636363636364,3.3636363636363638,8.0,13.727272727272727,2.8181818181818183,5.909090909090909,10.636363636363637,12.636363636363637,4.7272727272727275,4.363636363636363,1.2727272727272727,1.3636363636363635,0.18181818181818182,0.0,-1.9090909090909092,0,0,0.0,38.0,9.083333333333334,5.416666666666667,1.3266666666666669
