,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,oddsH,oddsD,oddsA
3482,2014/2015,2014-10-04,2014-10-04,Liverpool,West Brom,2,1,H,2,5,1,2,1,3,3,0,3,8.0,3.0,9.0,7.0,0.0,-2.0,4.0,4.0,0.0,0,1,1.4433333333333334,4.443333333333333,7.166666666666667
3483,2014/2015,2014-10-04,2014-10-04,Sunderland,Stoke,3,1,H,3,2,1,3,2,-1,3,0,3,5.0,4.0,6.0,5.0,-1.0,2.0,3.0,9.0,-1.0,0,0,2.516666666666667,3.1333333333333333,2.9499999999999997
3484,2014/2015,2014-10-04,2014-10-04,Swansea,Newcastle,2,2,D,2,2,2,3,0,-1,1,1,0,8.0,5.0,6.0,11.0,3.0,-7.0,6.0,2.0,3.0,-1,-1,1.8566666666666667,3.533333333333333,4.276666666666666
3485,2014/2015,2014-10-05,2014-10-11,Chelsea,Arsenal,2,0,H,2,0,0,2,2,-2,3,0,3,19.0,11.0,7.0,7.0,9.0,3.0,9.0,5.0,9.0,3,1,1.6866666666666665,3.85,5.166666666666667
3486,2014/2015,2014-10-05,2014-10-11,Man United,Everton,2,1,H,2,1,1,2,1,-1,3,0,3,11.0,12.0,9.0,14.0,2.0,1.0,6.0,5.0,3.0,2,0,1.68,3.933333333333333,5.066666666666666
3487,2014/2015,2014-10-05,2014-10-11,Tottenham,Southampton,1,0,H,1,0,0,1,1,-1,3,0,3,8.0,11.0,7.0,4.0,0.0,2.0,3.0,6.0,-3.0,-2,2,2.1666666666666665,3.4333333333333336,3.3666666666666667
3488,2014/2015,2014-10-05,2014-10-11,West Ham,QPR,2,0,H,2,0,0,2,2,-2,3,0,3,10.0,4.0,10.0,13.0,-1.0,-8.0,3.0,0.0,-3.0,1,-4,1.92,3.483333333333333,4.183333333333334
3489,2014/2015,2014-10-18,2014-10-18,Arsenal,Hull,2,2,D,2,2,2,2,0,0,1,1,0,11.0,11.0,9.0,11.0,1.0,0.0,5.0,4.0,3.0,0,0,1.3966666666666665,4.71,7.866666666666667
3490,2014/2015,2014-10-18,2014-10-18,Burnley,West Ham,1,3,A,1,3,3,1,-2,2,0,3,-3,3.0,12.0,10.0,10.0,-3.0,3.0,2.0,4.0,-4.0,0,-1,2.733333333333333,3.266666666666667,2.6666666666666665
3491,2014/2015,2014-10-18,2014-10-18,Crystal Palace,Chelsea,1,2,A,1,2,2,1,-1,1,0,3,-3,10.0,21.0,12.0,7.0,1.0,10.0,4.0,7.0,0.0,1,0,7.6000000000000005,4.466666666666667,1.4266666666666665
3492,2014/2015,2014-10-18,2014-10-18,Everton,Aston Villa,3,0,H,3,0,0,3,3,-3,3,0,3,13.0,4.0,16.0,9.0,-4.0,-1.0,1.0,6.0,-6.0,-2,-1,1.6233333333333333,3.766666666666667,5.7
3493,2014/2015,2014-10-18,2014-10-18,Man City,Tottenham,4,1,H,4,1,1,4,3,-3,3,0,3,14.0,9.0,7.0,7.0,4.0,0.0,7.0,5.0,2.0,0,0,1.4666666666666668,4.36,7.333333333333333
3494,2014/2015,2014-10-18,2014-10-18,Newcastle,Leicester,1,0,H,1,0,0,1,1,-1,3,0,3,7.0,11.0,14.0,12.0,-2.0,-1.0,2.0,3.0,-3.0,0,-1,2.1833333333333336,3.4,3.283333333333333
3495,2014/2015,2014-10-18,2014-10-18,Southampton,Sunderland,8,0,H,8,0,0,8,8,-8,3,0,3,11.0,8.0,5.0,7.0,4.0,-1.0,7.0,2.0,6.0,2,0,1.6133333333333333,3.783333333333333,5.783333333333334
3496,2014/2015,2014-10-19,2014-10-25,QPR,Liverpool,2,3,A,2,3,3,2,-1,1,0,3,-3,4.0,10.0,15.0,10.0,-8.0,-1.0,4.0,3.0,0.0,0,-1,5.616666666666667,3.933333333333333,1.6233333333333333
3497,2014/2015,2014-10-19,2014-10-25,Stoke,Swansea,2,1,H,2,3,2,2,0,1,3,0,3,6.0,10.0,8.0,8.0,-3.0,-1.0,3.0,4.0,-4.0,1,0,2.466666666666667,3.25,2.983333333333333
3498,2014/2015,2014-10-20,2014-10-25,West Brom,Man United,2,2,D,4,2,4,2,0,0,2,1,1,8.0,13.0,9.0,10.0,1.0,-1.0,4.0,4.0,-1.0,1,-1,4.733333333333333,3.9,1.7333333333333334
3499,2014/2015,2014-10-25,2014-10-25,Liverpool,Hull,0,0,D,3,0,2,0,1,0,1,1,0,10.0,13.0,10.0,13.0,1.0,0.0,7.0,5.0,3.0,1,0,1.4299999999999997,4.533333333333333,7.266666666666667
3500,2014/2015,2014-10-25,2014-10-25,Southampton,Stoke,1,0,H,1,2,0,2,1,0,3,0,3,19.0,6.0,5.0,8.0,12.0,1.0,10.0,9.0,9.0,3,-1,1.6333333333333335,3.85,5.733333333333333
3501,2014/2015,2014-10-25,2014-10-25,Sunderland,Arsenal,0,2,A,0,2,2,0,-2,2,0,3,-3,8.0,13.0,15.0,11.0,1.0,1.0,6.0,5.0,2.0,1,-1,5.216666666666667,3.733333333333333,1.7
3502,2014/2015,2014-10-25,2014-10-25,Swansea,Leicester,2,0,H,3,0,2,2,1,-2,3,0,3,10.0,11.0,8.0,13.0,3.0,-2.0,7.0,3.0,3.0,0,-2,1.9166666666666667,3.5833333333333335,4.066666666666666
3503,2014/2015,2014-10-25,2014-10-25,West Brom,Crystal Palace,2,2,D,4,2,4,2,0,0,2,1,1,8.0,11.0,9.0,14.0,1.0,0.0,6.0,4.0,0.0,1,-1,1.9066666666666665,3.483333333333333,4.1000000000000005
3504,2014/2015,2014-10-25,2014-10-25,West Ham,Man City,2,1,H,2,1,1,2,1,-1,3,0,3,15.0,18.0,11.0,8.0,1.0,6.0,6.0,10.0,0.0,2,2,6.033333333333334,4.2,1.5566666666666666
3505,2014/2015,2014-10-26,2014-11-01,Burnley,Everton,1,3,A,1,3,6,1,-5,2,0,3,-3,4.0,16.0,13.0,16.0,-5.0,0.0,2.0,5.0,-7.0,-1,-1,4.516666666666667,3.6166666666666667,1.8266666666666669
3506,2014/2015,2014-10-26,2014-11-01,Man United,Chelsea,1,1,D,1,3,1,2,0,1,1,1,0,15.0,23.0,12.0,8.0,3.0,11.0,9.0,10.0,6.0,3,1,2.7433333333333336,3.4333333333333336,2.5500000000000003
3507,2014/2015,2014-10-26,2014-11-01,Tottenham,Newcastle,1,2,A,1,3,2,1,-1,2,0,3,-3,10.0,8.0,11.0,14.0,1.0,-8.0,6.0,3.0,0.0,1,0,1.75,3.75,4.766666666666667
3508,2014/2015,2014-10-27,2014-11-01,QPR,Aston Villa,2,0,H,3,0,2,2,1,-2,3,0,3,6.0,4.0,18.0,12.0,-9.0,-4.0,4.0,6.0,-3.0,-1,-2,2.36,3.283333333333333,3.1333333333333333
3509,2014/2015,2014-11-01,2014-11-01,Arsenal,Burnley,3,0,H,3,1,0,6,3,-5,3,0,3,15.0,4.0,11.0,13.0,1.0,-11.0,6.0,3.0,3.0,0,0,1.2766666666666666,5.666666666666667,10.833333333333334
3510,2014/2015,2014-11-01,2014-11-01,Chelsea,QPR,2,1,H,3,3,2,2,1,1,3,0,3,23.0,6.0,8.0,18.0,11.0,-10.0,12.0,0.0,12.0,4,-5,1.1733333333333331,7.083333333333333,16.666666666666668
3511,2014/2015,2014-11-01,2014-11-01,Everton,Swansea,0,0,D,3,0,1,0,2,0,1,1,0,16.0,13.0,16.0,10.0,-1.0,0.0,4.0,4.0,-3.0,1,-1,1.74,3.6666666666666665,4.783333333333333
3512,2014/2015,2014-11-01,2014-11-01,Hull,Southampton,0,1,A,0,1,1,0,-1,1,0,3,-3,13.0,20.0,13.0,5.0,0.0,1.0,5.0,6.0,-3.0,1,-1,3.5666666666666664,3.4,2.0666666666666664
3513,2014/2015,2014-11-01,2014-11-01,Leicester,West Brom,0,1,A,0,1,1,0,-1,1,0,3,-3,11.0,12.0,15.0,13.0,0.0,1.0,6.0,4.0,3.0,0,-1,2.2666666666666666,3.3666666666666667,3.1333333333333333
3514,2014/2015,2014-11-01,2014-11-01,Newcastle,Liverpool,1,0,H,3,0,1,1,2,-1,3,0,3,8.0,13.0,14.0,12.0,-1.0,0.0,5.0,6.0,0.0,1,1,3.716666666666667,3.516666666666667,2.0166666666666666
3515,2014/2015,2014-11-01,2014-11-01,Stoke,West Ham,2,2,D,2,2,2,2,0,0,1,1,0,8.0,17.0,10.0,12.0,-3.0,5.0,6.0,7.0,-1.0,2,1,2.3433333333333333,3.266666666666667,3.1
3516,2014/2015,2014-11-02,2014-11-08,Aston Villa,Tottenham,1,2,A,1,2,2,1,-1,1,0,3,-3,4.0,11.0,14.0,13.0,-4.0,-3.0,4.0,5.0,-3.0,-2,-1,3.5499999999999994,3.4666666666666663,2.1
3517,2014/2015,2014-11-02,2014-11-08,Man City,Man United,1,0,H,3,1,2,1,1,0,3,0,3,19.0,16.0,10.0,13.0,7.0,-1.0,10.0,5.0,5.0,1,0,1.9066666666666665,3.6,4.11
3518,2014/2015,2014-11-03,2014-11-08,Crystal Palace,Sunderland,1,3,A,1,3,4,1,-3,2,0,3,-3,13.0,8.0,16.0,17.0,0.0,-9.0,4.0,2.0,-3.0,-1,-1,2.1,3.4,3.6
3519,2014/2015,2014-11-08,2014-11-08,Burnley,Hull,1,0,H,1,0,0,1,1,-1,3,0,3,5.0,13.0,19.0,14.0,-10.0,0.0,2.0,6.0,-10.0,-2,0,2.533333333333333,3.266666666666667,2.8000000000000003
3520,2014/2015,2014-11-08,2014-11-08,Liverpool,Chelsea,1,2,A,1,2,2,1,-1,1,0,3,-3,13.0,26.0,13.0,10.0,2.0,12.0,8.0,11.0,3.0,0,0,3.233333333333333,3.2833333333333337,2.2666666666666666
3521,2014/2015,2014-11-08,2014-11-08,Man United,Crystal Palace,1,0,H,1,1,1,4,0,-3,3,0,3,16.0,13.0,13.0,16.0,3.0,0.0,10.0,5.0,6.0,0,0,1.3233333333333335,5.433333333333334,8.733333333333334
3522,2014/2015,2014-11-08,2014-11-08,QPR,Man City,2,2,D,2,3,2,2,0,1,1,1,0,9.0,19.0,20.0,10.0,-8.0,5.0,7.0,10.0,0.0,1,-1,6.666666666666667,4.316666666666666,1.4833333333333334
3523,2014/2015,2014-11-08,2014-11-08,Southampton,Leicester,2,0,H,2,0,0,2,2,-2,3,0,3,21.0,11.0,5.0,16.0,13.0,-4.0,13.0,3.0,12.0,4,-3,1.46,4.416666666666667,6.866666666666667
3524,2014/2015,2014-11-08,2014-11-08,West Ham,Aston Villa,0,0,D,0,1,0,2,0,-1,1,1,0,19.0,4.0,14.0,14.0,2.0,-6.0,9.0,6.0,3.0,3,-3,1.75,3.6166666666666667,4.866666666666666
3525,2014/2015,2014-11-09,2014-11-15,Sunderland,Everton,1,1,D,1,1,1,1,0,0,1,1,0,11.0,19.0,18.0,17.0,-1.0,2.0,6.0,8.0,-1.0,-1,1,3.733333333333333,3.3666666666666667,2.033333333333333
3526,2014/2015,2014-11-09,2014-11-15,Swansea,Arsenal,2,1,H,2,1,1,2,1,-1,3,0,3,13.0,18.0,10.0,11.0,4.0,3.0,10.0,8.0,6.0,1,1,3.4499999999999997,3.3666666666666667,2.1166666666666667
3527,2014/2015,2014-11-09,2014-11-15,Tottenham,Stoke,1,2,A,1,2,2,1,-1,1,0,3,-3,13.0,10.0,14.0,12.0,0.0,1.0,6.0,9.0,-3.0,-1,-2,1.6666666666666667,3.766666666666667,5.3
3528,2014/2015,2014-11-09,2014-11-15,West Brom,Newcastle,0,2,A,0,2,2,0,-2,2,0,3,-3,13.0,11.0,13.0,15.0,1.0,-6.0,8.0,6.0,1.0,0,1,2.3333333333333335,3.3333333333333335,3.0500000000000003
3529,2014/2015,2014-11-22,2014-11-22,Arsenal,Man United,1,2,A,1,2,2,1,-1,1,0,3,-3,19.0,17.0,13.0,14.0,4.0,-1.0,9.0,5.0,6.0,1,-1,2.2166666666666663,3.383333333333333,3.1999999999999997
3530,2014/2015,2014-11-22,2014-11-22,Chelsea,West Brom,2,0,H,2,0,0,2,2,-2,3,0,3,28.0,13.0,11.0,15.0,12.0,2.0,15.0,7.0,15.0,5,1,1.2333333333333334,6.083333333333333,12.666666666666666
3531,2014/2015,2014-11-22,2014-11-22,Everton,West Ham,2,1,H,2,1,1,2,1,-1,3,0,3,20.0,19.0,18.0,14.0,1.0,5.0,5.0,8.0,-3.0,0,0,1.8166666666666667,3.6333333333333333,4.333333333333333
3532,2014/2015,2014-11-22,2014-11-22,Leicester,Sunderland,0,0,D,0,0,0,0,0,0,1,1,0,11.0,12.0,18.0,19.0,-1.0,-7.0,6.0,5.0,0.0,-1,1,2.1666666666666665,3.4,3.3333333333333335
3533,2014/2015,2014-11-22,2014-11-22,Man City,Swansea,2,1,H,2,1,1,2,1,-1,3,0,3,22.0,15.0,12.0,11.0,8.0,0.0,13.0,5.0,8.0,2,0,1.3833333333333335,4.883333333333333,7.866666666666667
3534,2014/2015,2014-11-22,2014-11-22,Newcastle,QPR,1,0,H,1,0,0,1,1,-1,3,0,3,13.0,11.0,15.0,22.0,1.0,-9.0,8.0,0.0,3.0,2,-6,1.83,3.5500000000000003,4.383333333333334
3535,2014/2015,2014-11-22,2014-11-22,Stoke,Burnley,1,2,A,1,2,2,1,-1,1,0,3,-3,12.0,6.0,13.0,19.0,-3.0,-16.0,7.0,3.0,-1.0,0,-1,1.6900000000000002,3.6666666666666665,5.2
3536,2014/2015,2014-11-23,2014-11-29,Crystal Palace,Liverpool,3,1,H,4,2,2,3,2,-1,3,0,3,14.0,14.0,20.0,15.0,-3.0,-1.0,4.0,6.0,-6.0,-2,-1,4.176666666666667,3.6,1.8566666666666667
3537,2014/2015,2014-11-23,2014-11-29,Hull,Tottenham,1,2,A,1,2,5,1,-4,1,0,3,-3,13.0,14.0,15.0,16.0,-1.0,-2.0,5.0,8.0,-6.0,-1,1,3.383333333333333,3.3333333333333335,2.1666666666666665
3538,2014/2015,2014-11-24,2014-11-29,Aston Villa,Southampton,1,1,D,2,1,2,1,0,0,1,1,0,5.0,23.0,16.0,5.0,-5.0,2.0,4.0,9.0,-6.0,-3,1,4.593333333333334,3.6166666666666667,1.7766666666666666
3539,2014/2015,2014-11-29,2014-11-29,Burnley,Aston Villa,1,1,D,1,2,1,2,0,0,1,1,0,8.0,5.0,20.0,16.0,-9.0,-7.0,5.0,7.0,-7.0,1,0,2.15,3.2999999999999994,3.4333333333333336
3540,2014/2015,2014-11-29,2014-11-29,Liverpool,Stoke,1,0,H,2,0,3,1,-1,-1,3,0,3,14.0,13.0,15.0,15.0,1.0,2.0,8.0,12.0,0.0,-1,1,1.7266666666666666,3.8666666666666667,4.816666666666666
3541,2014/2015,2014-11-29,2014-11-29,Man United,Hull,3,0,H,3,1,0,5,3,-4,3,0,3,19.0,13.0,15.0,15.0,3.0,-1.0,13.0,6.0,9.0,1,-1,1.3133333333333335,5.5,9.85
3542,2014/2015,2014-11-29,2014-11-29,QPR,Leicester,3,2,H,3,2,2,3,1,-1,3,0,3,11.0,11.0,23.0,18.0,-8.0,-6.0,8.0,3.0,0.0,0,-4,2.32,3.2999999999999994,3.1166666666666667
3543,2014/2015,2014-11-29,2014-11-29,Sunderland,Chelsea,0,0,D,0,0,0,0,0,0,1,1,0,12.0,30.0,19.0,11.0,-1.0,13.0,7.0,14.0,-1.0,0,1,8.1,4.8,1.3999999999999997
3544,2014/2015,2014-11-29,2014-11-29,Swansea,Crystal Palace,1,1,D,1,4,1,2,0,2,1,1,0,16.0,14.0,13.0,20.0,5.0,-3.0,13.0,5.0,9.0,2,-1,1.7933333333333332,3.6166666666666667,4.533333333333333
3545,2014/2015,2014-11-29,2014-11-29,West Brom,Arsenal,0,1,A,0,1,1,0,-1,1,0,3,-3,13.0,20.0,17.0,15.0,-1.0,2.0,8.0,8.0,-2.0,-1,-1,4.166666666666667,3.6833333333333336,1.8833333333333335
3546,2014/2015,2014-11-29,2014-11-29,West Ham,Newcastle,1,0,H,1,0,0,1,1,-1,3,0,3,20.0,14.0,16.0,15.0,2.0,-4.0,10.0,9.0,3.0,0,2,2.1999999999999997,3.3666666666666667,3.3000000000000003
3547,2014/2015,2014-11-30,2014-12-06,Southampton,Man City,0,3,A,0,8,4,1,-4,7,0,6,-6,24.0,24.0,6.0,13.0,15.0,6.0,16.0,11.0,15.0,5,0,3.1666666666666665,3.4333333333333336,2.2833333333333337
3548,2014/2015,2014-11-30,2014-12-06,Tottenham,Everton,2,1,H,2,2,4,4,-2,-2,4,0,4,16.0,22.0,17.0,19.0,-1.0,2.0,6.0,9.0,-6.0,-2,0,2.3,3.4333333333333336,3.1166666666666667
3549,2014/2015,2014-12-02,2014-12-06,Burnley,Newcastle,1,1,D,1,3,3,2,-2,1,1,1,0,9.0,14.0,21.0,16.0,-9.0,-5.0,6.0,9.0,-7.0,0,-1,2.75,3.233333333333333,2.6666666666666665
3550,2014/2015,2014-12-02,2014-12-06,Crystal Palace,Aston Villa,0,1,A,0,1,1,0,-1,1,0,3,-3,18.0,7.0,22.0,18.0,-1.0,-7.0,7.0,8.0,-3.0,1,0,2.066666666666667,3.2999999999999994,3.733333333333333
3551,2014/2015,2014-12-02,2014-12-06,Leicester,Liverpool,1,3,A,1,3,3,1,-2,2,0,3,-3,13.0,16.0,21.0,18.0,-1.0,-2.0,7.0,6.0,0.0,0,-2,3.6666666666666665,3.4666666666666663,2.0500000000000003
3552,2014/2015,2014-12-02,2014-12-06,Man United,Stoke,2,1,H,2,4,1,4,1,0,3,0,3,22.0,13.0,15.0,16.0,6.0,1.0,16.0,12.0,12.0,2,-1,1.4299999999999997,4.383333333333334,7.683333333333334
3553,2014/2015,2014-12-02,2014-12-06,Swansea,QPR,2,0,H,2,2,0,2,2,0,3,0,3,17.0,14.0,14.0,25.0,5.0,-10.0,14.0,0.0,9.0,0,-7,1.76,3.6,4.816666666666666
3554,2014/2015,2014-12-02,2014-12-06,West Brom,West Ham,1,2,A,1,2,2,1,-1,1,0,3,-3,13.0,21.0,18.0,16.0,-2.0,4.0,8.0,8.0,-5.0,-2,-1,2.5,3.3166666666666664,2.8833333333333333
3555,2014/2015,2014-12-03,2014-12-06,Arsenal,Southampton,1,0,H,3,0,3,4,0,-4,3,0,3,21.0,24.0,15.0,6.0,3.0,2.0,9.0,10.0,3.0,-1,0,1.8,3.65,4.6499999999999995
3556,2014/2015,2014-12-03,2014-12-06,Chelsea,Tottenham,3,0,H,4,2,2,4,2,-2,3,0,3,30.0,16.0,11.0,17.0,14.0,-1.0,18.0,11.0,18.0,6,2,1.3999999999999997,4.716666666666667,8.266666666666667
3557,2014/2015,2014-12-03,2014-12-06,Everton,Hull,1,1,D,2,1,4,1,-2,0,1,1,0,22.0,14.0,19.0,20.0,2.0,-5.0,8.0,6.0,0.0,1,-2,1.5433333333333332,4.043333333333333,6.166666666666667
3558,2014/2015,2014-12-03,2014-12-06,Sunderland,Man City,1,4,A,1,8,4,1,-3,7,0,6,-6,12.0,24.0,19.0,13.0,-1.0,13.0,8.0,17.0,-1.0,0,0,6.866666666666667,4.2,1.51
3559,2014/2015,2014-12-06,2014-12-06,Hull,West Brom,0,0,D,1,1,1,2,0,-1,1,1,0,14.0,13.0,20.0,18.0,-5.0,0.0,5.0,7.0,-9.0,-2,-1,2.4166666666666665,3.2000000000000006,3.016666666666667
3560,2014/2015,2014-12-06,2014-12-06,Liverpool,Sunderland,0,0,D,3,1,1,4,2,-3,1,1,0,16.0,12.0,18.0,19.0,0.0,-7.0,11.0,6.0,3.0,1,0,1.5433333333333337,4.1000000000000005,6.633333333333333
3561,2014/2015,2014-12-06,2014-12-06,Man City,Everton,1,0,H,8,2,1,4,7,-2,3,0,3,24.0,22.0,13.0,19.0,9.0,0.0,16.0,9.0,11.0,3,0,1.5333333333333334,4.3500000000000005,6.166666666666667
3562,2014/2015,2014-12-06,2014-12-06,Newcastle,Chelsea,2,1,H,3,4,2,2,1,2,3,0,3,14.0,30.0,16.0,11.0,2.0,13.0,11.0,15.0,6.0,3,0,6.416666666666667,4.043333333333333,1.55
3563,2014/2015,2014-12-06,2014-12-06,QPR,Burnley,2,0,H,2,1,2,3,0,-2,3,0,3,14.0,9.0,25.0,21.0,-7.0,-15.0,11.0,6.0,3.0,1,1,2.0833333333333335,3.3333333333333335,3.6
3564,2014/2015,2014-12-06,2014-12-06,Stoke,Arsenal,3,2,H,4,3,4,3,0,0,3,0,3,13.0,21.0,16.0,15.0,-4.0,3.0,7.0,11.0,-4.0,-1,1,3.85,3.4500000000000006,1.9666666666666668
3565,2014/2015,2014-12-06,2014-12-06,Tottenham,Crystal Palace,0,0,D,2,0,4,1,-2,-1,4,1,3,16.0,18.0,17.0,22.0,-3.0,-1.0,10.0,6.0,-2.0,-2,0,1.5966666666666667,3.9166666666666665,5.583333333333333
3566,2014/2015,2014-12-07,2014-12-13,Aston Villa,Leicester,2,1,H,2,1,2,3,0,-2,3,0,3,8.0,14.0,18.0,24.0,-5.0,-7.0,5.0,3.0,-6.0,0,-5,2.3333333333333335,3.2999999999999994,3.1666666666666665
3567,2014/2015,2014-12-07,2014-12-13,West Ham,Swansea,3,1,H,4,1,2,3,2,-2,3,0,3,23.0,19.0,17.0,14.0,3.0,-1.0,13.0,5.0,6.0,1,-1,2.316666666666667,3.3666666666666667,3.1166666666666667
3568,2014/2015,2014-12-08,2014-12-13,Southampton,Man United,1,2,A,1,2,3,1,-2,1,0,3,-3,24.0,24.0,10.0,16.0,11.0,0.0,16.0,8.0,9.0,-1,1,2.8333333333333335,3.3166666666666664,2.566666666666667
3569,2014/2015,2014-12-13,2014-12-13,Arsenal,Newcastle,4,1,H,4,1,1,4,3,-3,3,0,3,24.0,17.0,18.0,18.0,3.0,-4.0,12.0,10.0,6.0,1,0,1.4466666666666665,4.36,7.166666666666667
3570,2014/2015,2014-12-13,2014-12-13,Burnley,Southampton,1,0,H,1,1,0,3,1,-2,3,0,3,10.0,24.0,24.0,10.0,-11.0,-2.0,7.0,10.0,-7.0,0,-1,4.816666666666666,3.5833333333333335,1.76
3571,2014/2015,2014-12-13,2014-12-13,Chelsea,Hull,2,0,H,2,0,0,2,2,-2,3,0,3,34.0,15.0,13.0,21.0,16.0,-5.0,21.0,7.0,21.0,7,0,1.1766666666666665,6.916666666666667,15.833333333333334
3572,2014/2015,2014-12-13,2014-12-13,Crystal Palace,Stoke,1,1,D,1,1,1,1,0,0,1,1,0,18.0,17.0,23.0,20.0,-2.0,1.0,7.0,12.0,-6.0,-1,-2,2.5733333333333337,3.233333333333333,2.8666666666666667
3573,2014/2015,2014-12-13,2014-12-13,Leicester,Man City,0,1,A,1,1,3,0,-2,1,0,3,-3,14.0,32.0,24.0,14.0,-3.0,20.0,7.0,23.0,-3.0,-1,2,6.5,4.45,1.4833333333333334
3574,2014/2015,2014-12-13,2014-12-13,Sunderland,West Ham,1,1,D,1,4,1,2,0,2,1,1,0,13.0,23.0,23.0,17.0,-4.0,5.0,8.0,11.0,-7.0,-1,1,2.8000000000000003,3.2833333333333337,2.59
3575,2014/2015,2014-12-13,2014-12-13,West Brom,Aston Villa,1,0,H,1,2,0,2,1,0,3,0,3,14.0,8.0,20.0,18.0,-3.0,-6.0,8.0,11.0,-8.0,-3,1,2.1999999999999997,3.2833333333333337,3.4
3576,2014/2015,2014-12-14,2014-12-20,Man United,Liverpool,3,0,H,4,0,1,3,3,-3,3,0,3,26.0,19.0,17.0,19.0,7.0,0.0,19.0,9.0,15.0,3,1,1.8166666666666667,3.6333333333333333,4.483333333333333
3577,2014/2015,2014-12-14,2014-12-20,Swansea,Tottenham,1,2,A,2,4,2,2,0,2,0,3,-3,20.0,18.0,17.0,21.0,7.0,-3.0,17.0,11.0,12.0,1,-1,2.533333333333333,3.2833333333333337,2.783333333333333
3578,2014/2015,2014-12-15,2014-12-20,Everton,QPR,3,1,H,3,4,4,5,-1,-1,3,0,3,24.0,16.0,23.0,27.0,0.0,-10.0,9.0,0.0,0.0,0,-8,1.4666666666666668,4.25,7.116666666666667
3579,2014/2015,2014-12-20,2014-12-20,Aston Villa,Man United,1,1,D,1,4,1,1,0,3,1,1,0,10.0,26.0,20.0,17.0,-5.0,1.0,8.0,11.0,-3.0,1,2,5.883333333333333,3.866666666666667,1.6133333333333333
3580,2014/2015,2014-12-20,2014-12-20,Hull,Swansea,0,1,A,0,2,1,2,-1,0,0,3,-3,15.0,20.0,23.0,17.0,-5.0,-3.0,6.0,5.0,-9.0,0,-2,2.9166666666666665,3.25,2.533333333333333
3581,2014/2015,2014-12-20,2014-12-20,Man City,Crystal Palace,3,0,H,3,0,0,3,3,-3,3,0,3,33.0,19.0,14.0,24.0,16.0,-2.0,19.0,7.0,14.0,4,0,1.2966666666666666,5.5,10.666666666666666
3582,2014/2015,2014-12-20,2014-12-20,QPR,West Brom,3,2,H,4,2,5,3,-1,-1,3,0,3,16.0,15.0,27.0,20.0,-7.0,-1.0,14.0,8.0,6.0,2,0,2.4333333333333336,3.266666666666667,3.016666666666667
3583,2014/2015,2014-12-20,2014-12-20,Southampton,Everton,3,0,H,3,3,0,4,3,-1,3,0,3,25.0,24.0,13.0,23.0,9.0,-2.0,16.0,9.0,6.0,-2,-2,2.4166666666666665,3.4,2.9333333333333336
3584,2014/2015,2014-12-20,2014-12-20,Tottenham,Burnley,2,1,H,4,1,2,2,2,-1,3,0,3,18.0,11.0,21.0,24.0,-5.0,-17.0,14.0,6.0,1.0,0,-1,1.5,4.2,6.616666666666667
3585,2014/2015,2014-12-20,2014-12-20,West Ham,Leicester,2,0,H,2,0,0,2,2,-2,3,0,3,27.0,15.0,19.0,27.0,5.0,-9.0,16.0,3.0,9.0,2,-6,1.7166666666666668,3.7000000000000006,4.883333333333334
3586,2014/2015,2014-12-21,2014-12-27,Liverpool,Arsenal,2,2,D,3,4,2,3,1,1,1,1,0,19.0,28.0,22.0,19.0,2.0,3.0,12.0,11.0,3.0,0,-1,2.733333333333333,3.4,2.5733333333333337
3587,2014/2015,2014-12-21,2014-12-27,Newcastle,Sunderland,0,1,A,1,2,4,3,-3,-1,0,3,-3,18.0,14.0,22.0,24.0,3.0,-10.0,14.0,7.0,9.0,4,0,2.0500000000000003,3.4,3.783333333333333
3588,2014/2015,2014-12-22,2014-12-27,Stoke,Chelsea,0,2,A,1,4,2,0,-1,4,0,3,-3,18.0,36.0,21.0,13.0,-4.0,15.0,10.0,15.0,-1.0,1,-1,5.666666666666667,3.8833333333333333,1.6300000000000001
3589,2014/2015,2014-12-26,2014-12-27,Arsenal,QPR,2,1,H,4,1,3,2,1,-1,3,0,3,28.0,20.0,19.0,32.0,6.0,-11.0,15.0,0.0,9.0,2,-9,1.2866666666666668,5.666666666666667,10.416666666666666
3590,2014/2015,2014-12-26,2014-12-27,Burnley,Liverpool,0,1,A,0,3,1,2,-1,1,0,3,-3,12.0,19.0,26.0,22.0,-10.0,-3.0,10.0,9.0,-4.0,1,-1,4.316666666666666,3.5833333333333335,1.8266666666666669
3591,2014/2015,2014-12-26,2014-12-27,Chelsea,West Ham,2,0,H,4,0,0,2,4,-2,3,0,3,36.0,29.0,13.0,19.0,18.0,7.0,24.0,12.0,24.0,8,0,1.33,5.25,8.916666666666666
3592,2014/2015,2014-12-26,2014-12-27,Crystal Palace,Southampton,1,3,A,1,3,3,1,-2,2,0,3,-3,19.0,28.0,27.0,13.0,-2.0,-4.0,8.0,10.0,-6.0,0,-2,3.4166666666666665,3.266666666666667,2.183333333333333
