,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,oddsH,oddsD,oddsA
1388,2008/2009,2009-02-18,2009-02-21,Man United,Fulham,3,0,H,5,0,1,3,4,-3,6,0,6,41.0,22.0,10.0,19.0,36.0,-2.0,43.0,7.0,41.0,10,0,1.25,5.166666666666667,11.833333333333334
1389,2008/2009,2009-02-21,2009-02-21,Arsenal,Sunderland,0,0,D,0,0,0,0,0,0,1,1,0,38.0,27.0,25.0,33.0,9.0,-10.0,24.0,13.0,15.0,0,0,1.3999999999999997,4.243333333333333,7.833333333333333
1390,2008/2009,2009-02-21,2009-02-21,Aston Villa,Chelsea,0,1,A,0,1,1,0,-1,1,0,3,-3,40.0,44.0,24.0,15.0,14.0,26.0,21.0,32.0,11.0,0,-2,3.15,3.183333333333333,2.25
1391,2008/2009,2009-02-21,2009-02-21,Bolton,West Ham,2,1,H,2,1,1,2,1,-1,3,0,3,27.0,31.0,37.0,32.0,-4.0,-4.0,14.0,15.0,-6.0,1,0,2.2666666666666666,3.2166666666666663,3.0500000000000003
1392,2008/2009,2009-02-21,2009-02-21,Man United,Blackburn,2,1,H,5,1,1,2,4,-1,6,0,6,41.0,27.0,10.0,40.0,40.0,-10.0,49.0,11.0,47.0,10,0,1.25,5.166666666666667,11.833333333333334
1393,2008/2009,2009-02-21,2009-02-21,Middlesbrough,Wigan,0,0,D,0,0,0,0,0,0,1,1,0,18.0,26.0,36.0,24.0,-5.0,-10.0,18.0,15.0,1.0,0,0,2.35,3.1666666666666665,2.966666666666667
1394,2008/2009,2009-02-21,2009-02-21,Stoke,Portsmouth,2,2,D,2,2,2,2,0,0,1,1,0,21.0,27.0,40.0,41.0,-4.0,-17.0,27.0,10.0,12.0,1,-1,2.3833333333333333,3.2000000000000006,2.8900000000000006
1395,2008/2009,2009-02-22,2009-02-28,Fulham,West Brom,2,0,H,2,0,0,4,2,-4,3,0,3,22.0,24.0,22.0,47.0,10.0,-22.0,30.0,5.0,18.0,1,0,1.7833333333333332,3.4166666666666665,4.45
1396,2008/2009,2009-02-22,2009-02-28,Liverpool,Man City,1,1,D,1,1,3,1,-2,0,1,1,0,42.0,42.0,17.0,34.0,15.0,2.0,26.0,7.0,21.0,1,-2,1.5566666666666666,3.6166666666666667,6.3999999999999995
1397,2008/2009,2009-02-22,2009-02-28,Newcastle,Everton,0,0,D,0,2,0,0,0,2,1,1,0,33.0,34.0,42.0,28.0,-3.0,2.0,17.0,23.0,3.0,0,-1,2.8233333333333337,3.1833333333333336,2.4499999999999997
1398,2008/2009,2009-02-23,2009-02-28,Hull,Tottenham,1,2,A,1,2,2,1,-1,1,0,3,-3,31.0,26.0,46.0,31.0,-11.0,-2.0,12.0,11.0,-9.0,0,-4,2.9,3.2166666666666663,2.3733333333333335
1399,2008/2009,2009-02-28,2009-02-28,Arsenal,Fulham,0,0,D,0,2,0,0,0,2,1,1,0,38.0,22.0,25.0,22.0,9.0,-5.0,25.0,7.0,15.0,0,-1,1.41,4.11,8.033333333333333
1400,2008/2009,2009-02-28,2009-02-28,Chelsea,Wigan,2,1,H,2,1,1,2,1,-1,3,0,3,45.0,26.0,15.0,24.0,23.0,-10.0,26.0,16.0,15.0,0,0,1.2766666666666666,4.933333333333334,10.833333333333334
1401,2008/2009,2009-02-28,2009-02-28,Everton,West Brom,2,0,H,2,0,0,4,2,-4,3,0,3,34.0,24.0,28.0,47.0,4.0,-26.0,17.0,5.0,-1.0,1,0,1.4833333333333334,3.85,7.066666666666666
1402,2008/2009,2009-02-28,2009-02-28,Middlesbrough,Liverpool,2,0,H,2,1,0,3,2,-2,3,0,3,18.0,42.0,36.0,17.0,-5.0,20.0,19.0,31.0,1.0,0,1,5.0,3.4166666666666665,1.7233333333333334
1403,2008/2009,2009-03-01,2009-03-07,Aston Villa,Stoke,2,2,D,2,4,4,2,-2,2,1,1,0,40.0,23.0,25.0,42.0,13.0,-19.0,21.0,3.0,8.0,-1,-5,1.3733333333333333,4.216666666666667,8.666666666666666
1404,2008/2009,2009-03-01,2009-03-07,Bolton,Newcastle,1,0,H,1,1,2,3,-1,-2,3,0,3,29.0,33.0,38.0,42.0,-3.0,-6.0,17.0,10.0,-3.0,2,1,2.0166666666666666,3.25,3.6666666666666665
1405,2008/2009,2009-03-01,2009-03-07,Hull,Blackburn,1,2,A,2,2,2,1,0,1,0,3,-3,32.0,28.0,48.0,42.0,-12.0,-11.0,12.0,11.0,-12.0,-1,-1,2.6566666666666667,3.233333333333333,2.533333333333333
1406,2008/2009,2009-03-01,2009-03-07,West Ham,Man City,1,0,H,2,2,0,1,2,1,3,0,3,32.0,43.0,34.0,35.0,-4.0,2.0,19.0,8.0,0.0,-1,0,2.4,3.233333333333333,2.84
1407,2008/2009,2009-03-03,2009-03-07,Liverpool,Sunderland,2,0,H,2,1,0,3,2,-2,3,0,3,43.0,27.0,20.0,33.0,13.0,-10.0,27.0,14.0,21.0,0,0,1.3999999999999997,4.043333333333333,8.666666666666666
1408,2008/2009,2009-03-03,2009-03-07,Portsmouth,Chelsea,0,1,A,0,1,1,0,-1,1,0,3,-3,29.0,47.0,43.0,16.0,-6.0,27.0,18.0,35.0,-2.0,1,1,6.316666666666666,3.6,1.5566666666666666
1409,2008/2009,2009-03-03,2009-03-07,West Brom,Arsenal,1,3,A,1,3,3,1,-2,2,0,3,-3,24.0,38.0,51.0,25.0,-12.0,8.0,17.0,23.0,-6.0,-2,0,6.133333333333333,3.6666666666666665,1.5566666666666666
1410,2008/2009,2009-03-04,2009-03-07,Blackburn,Everton,0,0,D,2,0,1,0,1,0,1,1,0,28.0,36.0,42.0,28.0,-10.0,4.0,13.0,24.0,-12.0,-1,0,2.516666666666667,3.2000000000000006,2.733333333333333
1411,2008/2009,2009-03-04,2009-03-07,Fulham,Hull,0,1,A,0,2,1,2,-1,0,0,3,-3,24.0,32.0,22.0,48.0,12.0,-5.0,33.0,17.0,21.0,2,0,1.6866666666666665,3.483333333333333,5.116666666666666
1412,2008/2009,2009-03-04,2009-03-07,Man City,Aston Villa,2,0,H,2,2,1,4,1,-2,3,0,3,43.0,40.0,35.0,25.0,12.0,15.0,24.0,30.0,9.0,4,7,2.4166666666666665,3.183333333333333,2.8733333333333335
1413,2008/2009,2009-03-04,2009-03-07,Newcastle,Man United,1,2,A,1,2,3,1,-2,1,0,3,-3,33.0,46.0,42.0,11.0,-3.0,18.0,18.0,25.0,3.0,0,4,6.8500000000000005,3.8000000000000003,1.5
1414,2008/2009,2009-03-04,2009-03-07,Stoke,Bolton,2,0,H,4,1,2,2,2,-1,3,0,3,23.0,29.0,42.0,38.0,-4.0,-5.0,28.0,13.0,12.0,0,-1,2.3833333333333333,3.2000000000000006,2.8833333333333333
1415,2008/2009,2009-03-04,2009-03-07,Tottenham,Middlesbrough,4,0,H,5,0,1,4,4,-4,3,0,3,28.0,20.0,32.0,36.0,5.0,-15.0,23.0,8.0,3.0,0,-6,1.76,3.4166666666666665,4.666666666666667
1416,2008/2009,2009-03-04,2009-03-07,Wigan,West Ham,0,1,A,0,2,1,0,-1,2,0,3,-3,27.0,32.0,26.0,34.0,6.0,-5.0,31.0,15.0,18.0,0,-1,2.2,3.2166666666666663,3.2166666666666663
1417,2008/2009,2009-03-07,2009-03-07,Sunderland,Tottenham,1,1,D,1,5,3,1,-2,4,1,1,0,27.0,28.0,33.0,32.0,-4.0,-1.0,17.0,14.0,-3.0,2,1,2.723333333333333,3.183333333333333,2.516666666666667
1418,2008/2009,2009-03-11,2009-03-14,Fulham,Blackburn,1,2,A,4,2,3,5,1,-3,0,3,-3,24.0,30.0,23.0,43.0,11.0,-10.0,33.0,14.0,18.0,-1,1,2.1166666666666667,3.1999999999999997,3.4333333333333336
1419,2008/2009,2009-03-14,2009-03-14,Arsenal,Blackburn,4,0,H,4,2,0,5,4,-3,3,3,0,41.0,30.0,26.0,43.0,9.0,-13.0,26.0,17.0,15.0,0,1,1.4133333333333333,4.21,7.666666666666667
1420,2008/2009,2009-03-14,2009-03-14,Bolton,Fulham,1,3,A,1,4,3,3,-2,1,0,3,-3,30.0,24.0,40.0,23.0,-4.0,-3.0,20.0,8.0,0.0,3,0,2.066666666666667,3.1999999999999997,3.5666666666666664
1421,2008/2009,2009-03-14,2009-03-14,Everton,Stoke,3,1,H,3,1,1,3,2,-2,3,0,3,36.0,27.0,28.0,44.0,6.0,-17.0,20.0,4.0,2.0,2,0,1.4833333333333334,3.85,7.066666666666666
1422,2008/2009,2009-03-14,2009-03-14,Hull,Newcastle,1,1,D,1,1,1,1,0,0,1,1,0,34.0,34.0,50.0,45.0,-12.0,-8.0,12.0,10.0,-15.0,-2,-1,2.44,3.233333333333333,2.8000000000000003
1423,2008/2009,2009-03-14,2009-03-14,Man United,Liverpool,1,4,A,1,4,4,1,-3,3,0,3,-3,48.0,45.0,12.0,20.0,44.0,18.0,55.0,31.0,53.0,12,-1,1.8699999999999999,3.283333333333333,4.2
1424,2008/2009,2009-03-14,2009-03-14,Middlesbrough,Portsmouth,1,1,D,1,1,1,1,0,0,1,1,0,20.0,29.0,40.0,44.0,-3.0,-17.0,22.0,11.0,4.0,1,0,2.1166666666666667,3.1999999999999997,3.4166666666666665
1425,2008/2009,2009-03-14,2009-03-14,Sunderland,Wigan,1,2,A,1,2,2,1,-1,1,0,3,-3,28.0,27.0,36.0,27.0,-6.0,-11.0,18.0,16.0,-3.0,0,-1,2.1333333333333333,3.1999999999999997,3.3833333333333333
1426,2008/2009,2009-03-15,2009-03-21,Aston Villa,Tottenham,1,2,A,1,3,2,1,-1,2,0,3,-3,42.0,33.0,29.0,33.0,11.0,3.0,22.0,15.0,8.0,0,0,2.0,3.25,3.716666666666667
1427,2008/2009,2009-03-15,2009-03-21,Chelsea,Man City,1,0,H,1,0,1,1,0,-1,3,0,3,48.0,45.0,16.0,36.0,24.0,3.0,29.0,8.0,18.0,1,-1,1.3999999999999997,4.266666666666667,8.0
1428,2008/2009,2009-03-16,2009-03-21,West Ham,West Brom,0,0,D,1,1,1,1,0,0,1,1,0,34.0,25.0,34.0,54.0,-2.0,-30.0,22.0,5.0,3.0,1,-2,1.6733333333333331,3.5,5.216666666666666
1429,2008/2009,2009-03-21,2009-03-21,Blackburn,West Ham,1,1,D,1,1,1,1,0,0,1,1,0,32.0,34.0,48.0,34.0,-9.0,-3.0,14.0,18.0,-12.0,0,1,1.9833333333333332,3.3166666666666664,3.7266666666666666
1430,2008/2009,2009-03-21,2009-03-21,Fulham,Man United,2,0,H,2,0,0,2,2,-2,3,0,3,28.0,49.0,26.0,16.0,12.0,19.0,33.0,28.0,15.0,-2,5,7.1499999999999995,3.9333333333333336,1.4633333333333332
1431,2008/2009,2009-03-21,2009-03-21,Newcastle,Arsenal,1,3,A,1,3,3,1,-2,2,0,3,-3,35.0,45.0,46.0,26.0,-5.0,10.0,18.0,26.0,0.0,-1,1,4.916666666666667,3.516666666666667,1.6900000000000002
1432,2008/2009,2009-03-21,2009-03-21,Portsmouth,Everton,2,1,H,2,1,1,2,1,-1,3,0,3,30.0,39.0,45.0,29.0,-7.0,4.0,18.0,25.0,-5.0,-1,0,2.716666666666667,3.1833333333333336,2.523333333333333
1433,2008/2009,2009-03-21,2009-03-21,Stoke,Middlesbrough,1,0,H,1,0,0,1,1,-1,3,0,3,28.0,21.0,47.0,41.0,-2.0,-19.0,31.0,8.0,15.0,1,-7,2.25,3.2166666666666663,3.116666666666667
1434,2008/2009,2009-03-21,2009-03-21,Tottenham,Chelsea,1,0,H,3,1,1,1,2,0,3,0,3,33.0,48.0,33.0,16.0,9.0,28.0,26.0,38.0,6.0,1,2,4.166666666666667,3.3666666666666667,1.843333333333333
1435,2008/2009,2009-03-21,2009-03-21,West Brom,Bolton,1,1,D,1,1,1,1,0,0,1,1,0,25.0,31.0,54.0,43.0,-14.0,-6.0,17.0,13.0,-9.0,-3,-2,2.35,3.2166666666666663,2.9333333333333336
1436,2008/2009,2009-03-22,2009-03-28,Liverpool,Aston Villa,5,0,H,5,0,0,5,5,-5,3,0,3,49.0,43.0,21.0,31.0,15.0,13.0,30.0,30.0,24.0,1,-1,1.4633333333333332,3.9166666666666665,7.233333333333333
1437,2008/2009,2009-03-22,2009-03-28,Man City,Sunderland,1,0,H,1,0,0,1,1,-1,3,0,3,45.0,29.0,37.0,38.0,13.0,-12.0,27.0,14.0,12.0,5,-1,1.6199999999999999,3.5666666666666664,5.45
1438,2008/2009,2009-03-22,2009-03-28,Wigan,Hull,1,0,H,1,0,0,1,1,-1,3,0,3,29.0,35.0,28.0,51.0,5.0,-5.0,31.0,20.0,15.0,-1,1,1.74,3.466666666666667,4.666666666666667
1439,2008/2009,2009-04-04,2009-04-04,Arsenal,Man City,2,0,H,2,0,0,2,2,-2,3,0,3,48.0,46.0,27.0,37.0,13.0,2.0,29.0,8.0,15.0,1,-2,1.51,3.766666666666667,6.75
1440,2008/2009,2009-04-04,2009-04-04,Blackburn,Tottenham,2,1,H,2,1,1,2,1,-1,3,0,3,33.0,36.0,49.0,34.0,-9.0,5.0,15.0,18.0,-12.0,0,1,2.5566666666666666,3.2000000000000006,2.6666666666666665
1441,2008/2009,2009-04-04,2009-04-04,Bolton,Middlesbrough,4,1,H,4,1,1,4,3,-3,3,0,3,32.0,21.0,44.0,42.0,-6.0,-20.0,20.0,8.0,-3.0,-1,-8,2.033333333333333,3.25,3.5666666666666664
1442,2008/2009,2009-04-04,2009-04-04,Fulham,Liverpool,0,1,A,0,1,1,0,-1,1,0,3,-3,30.0,54.0,26.0,21.0,14.0,21.0,36.0,34.0,18.0,1,1,5.75,3.65,1.5866666666666667
1443,2008/2009,2009-04-04,2009-04-04,Hull,Portsmouth,0,0,D,0,0,0,0,0,0,1,1,0,35.0,32.0,52.0,46.0,-12.0,-17.0,13.0,12.0,-15.0,0,0,2.5066666666666664,3.2000000000000006,2.733333333333333
1444,2008/2009,2009-04-04,2009-04-04,Newcastle,Chelsea,0,2,A,0,2,2,0,-2,2,0,3,-3,36.0,49.0,49.0,17.0,-7.0,28.0,18.0,38.0,-3.0,-2,-1,5.183333333333334,3.533333333333333,1.656666666666667
1445,2008/2009,2009-04-04,2009-04-04,West Brom,Stoke,0,2,A,0,2,2,0,-2,2,0,3,-3,26.0,29.0,55.0,47.0,-14.0,-19.0,18.0,4.0,-9.0,0,-1,2.183333333333333,3.2000000000000006,3.25
1446,2008/2009,2009-04-04,2009-04-04,West Ham,Sunderland,2,0,H,2,0,0,2,2,-2,3,0,3,35.0,29.0,35.0,39.0,-2.0,-13.0,23.0,14.0,3.0,0,-2,1.95,3.266666666666667,3.85
1447,2008/2009,2009-04-05,2009-04-11,Everton,Wigan,4,0,H,4,1,0,8,4,-7,3,0,3,40.0,30.0,31.0,28.0,8.0,-10.0,23.0,19.0,5.0,3,1,1.6900000000000002,3.466666666666667,5.116666666666666
1448,2008/2009,2009-04-05,2009-04-11,Man United,Aston Villa,3,2,H,5,2,3,3,2,-1,3,0,3,49.0,43.0,18.0,36.0,41.0,8.0,55.0,30.0,50.0,-1,-2,1.3733333333333333,4.326666666666667,8.283333333333333
1449,2008/2009,2009-04-11,2009-04-11,Chelsea,Bolton,4,3,H,4,3,3,4,1,-1,3,0,3,51.0,36.0,17.0,45.0,24.0,-6.0,32.0,14.0,21.0,2,0,1.2566666666666666,5.133333333333334,12.0
1450,2008/2009,2009-04-11,2009-04-11,Liverpool,Blackburn,4,0,H,4,0,0,4,4,-4,3,0,3,55.0,35.0,21.0,50.0,20.0,-16.0,33.0,20.0,27.0,2,-1,1.3,4.8,9.833333333333334
1451,2008/2009,2009-04-11,2009-04-11,Middlesbrough,Hull,3,1,H,3,1,1,3,2,-2,3,0,3,22.0,35.0,46.0,52.0,-3.0,-6.0,23.0,20.0,4.0,0,-1,2.033333333333333,3.25,3.6166666666666667
1452,2008/2009,2009-04-11,2009-04-11,Portsmouth,West Brom,2,2,D,2,2,2,2,0,0,1,1,0,32.0,26.0,46.0,57.0,-6.0,-30.0,21.0,6.0,-2.0,1,0,1.71,3.483333333333333,5.0
1453,2008/2009,2009-04-11,2009-04-11,Stoke,Newcastle,1,1,D,1,1,1,1,0,0,1,1,0,31.0,36.0,47.0,51.0,-1.0,-8.0,34.0,11.0,18.0,2,0,2.4166666666666665,3.2000000000000006,2.8433333333333333
1454,2008/2009,2009-04-11,2009-04-11,Sunderland,Man United,1,2,A,1,5,2,3,-1,2,0,3,-3,29.0,49.0,41.0,18.0,-7.0,17.0,18.0,28.0,-6.0,-1,-1,7.083333333333333,3.9333333333333336,1.4666666666666668
1455,2008/2009,2009-04-11,2009-04-11,Tottenham,West Ham,1,0,H,1,0,0,1,1,-1,3,0,3,37.0,37.0,36.0,35.0,11.0,-3.0,29.0,19.0,9.0,2,0,1.7433333333333334,3.4166666666666665,4.883333333333334
1456,2008/2009,2009-04-11,2009-04-11,Wigan,Arsenal,1,4,A,1,4,8,1,-7,3,0,3,-3,30.0,50.0,28.0,27.0,6.0,12.0,34.0,29.0,18.0,1,2,4.916666666666667,3.483333333333333,1.71
1457,2008/2009,2009-04-12,2009-04-18,Aston Villa,Everton,3,3,D,4,3,4,3,0,0,2,1,1,45.0,44.0,39.0,31.0,10.0,3.0,22.0,25.0,5.0,-1,-1,2.1,3.233333333333333,3.4499999999999997
1458,2008/2009,2009-04-12,2009-04-18,Man City,Fulham,1,3,A,1,3,3,1,-2,2,0,4,-4,46.0,30.0,39.0,27.0,14.0,-2.0,30.0,11.0,15.0,6,1,1.8533333333333335,3.3833333333333333,4.11
1459,2008/2009,2009-04-18,2009-04-18,Aston Villa,West Ham,1,1,D,4,1,4,1,0,0,2,1,1,45.0,37.0,39.0,36.0,10.0,-4.0,24.0,19.0,6.0,-1,-1,1.6733333333333331,3.5,5.133333333333334
1460,2008/2009,2009-04-18,2009-04-18,Middlesbrough,Fulham,0,0,D,0,3,0,1,0,2,1,4,-3,25.0,30.0,47.0,27.0,-1.0,0.0,26.0,15.0,7.0,1,1,2.1999999999999997,3.233333333333333,3.1999999999999997
1461,2008/2009,2009-04-18,2009-04-18,Portsmouth,Bolton,1,0,H,1,0,0,1,1,-1,3,0,3,34.0,39.0,48.0,49.0,-6.0,-7.0,22.0,14.0,-2.0,0,-1,2.0,3.25,3.6666666666666665
1462,2008/2009,2009-04-18,2009-04-18,Stoke,Blackburn,1,0,H,1,0,0,1,1,-1,3,0,3,32.0,35.0,48.0,54.0,-1.0,-20.0,35.0,20.0,18.0,0,-2,2.333333333333333,3.2000000000000006,2.9499999999999997
1463,2008/2009,2009-04-18,2009-04-18,Sunderland,Hull,1,0,H,1,0,0,1,1,-1,3,0,3,30.0,36.0,43.0,55.0,-8.0,-8.0,18.0,20.0,-9.0,-2,-2,1.8866666666666667,3.3166666666666664,4.033333333333333
1464,2008/2009,2009-04-19,2009-04-25,Man City,West Brom,4,2,H,6,5,3,4,3,1,3,0,3,47.0,28.0,42.0,59.0,12.0,-30.0,30.0,7.0,11.0,-1,0,1.5733333333333335,3.6333333333333333,6.1000000000000005
1465,2008/2009,2009-04-19,2009-04-25,Tottenham,Newcastle,1,0,H,3,0,5,1,-2,-1,3,0,3,38.0,37.0,36.0,52.0,12.0,-8.0,32.0,12.0,12.0,3,0,1.64,3.533333333333333,5.366666666666667
1466,2008/2009,2009-04-21,2009-04-25,Liverpool,Arsenal,4,4,D,7,4,5,4,2,0,1,1,0,59.0,54.0,21.0,28.0,24.0,15.0,36.0,32.0,30.0,3,3,1.7233333333333334,3.5,4.683333333333334
1467,2008/2009,2009-04-22,2009-04-25,Chelsea,Everton,0,0,D,1,1,0,2,1,-1,1,1,0,55.0,47.0,20.0,34.0,25.0,3.0,35.0,26.0,24.0,3,0,1.4166666666666667,4.1000000000000005,7.916666666666667
1468,2008/2009,2009-04-22,2009-04-25,Man United,Portsmouth,2,0,H,7,0,2,2,5,-2,6,0,6,54.0,35.0,21.0,48.0,43.0,-17.0,58.0,13.0,53.0,1,0,1.25,5.166666666666667,11.666666666666666
1469,2008/2009,2009-04-25,2009-04-25,Bolton,Aston Villa,1,1,D,1,1,1,1,0,0,1,1,0,39.0,49.0,50.0,43.0,-3.0,7.0,23.0,30.0,0.0,1,-3,2.9166666666666665,3.183333333333333,2.39
1470,2008/2009,2009-04-25,2009-04-25,Everton,Man City,1,2,A,1,6,2,3,-1,3,0,3,-3,47.0,47.0,34.0,42.0,12.0,0.0,26.0,8.0,8.0,4,-3,1.8099999999999998,3.4,4.3
1471,2008/2009,2009-04-25,2009-04-25,Fulham,Stoke,1,0,H,1,0,0,1,1,-1,3,0,3,33.0,33.0,28.0,48.0,13.0,-17.0,36.0,7.0,15.0,-1,1,1.75,3.3833333333333333,4.7
1472,2008/2009,2009-04-25,2009-04-25,Hull,Liverpool,1,3,A,1,7,3,5,-2,2,0,3,-3,36.0,59.0,56.0,21.0,-12.0,22.0,14.0,37.0,-15.0,0,2,8.533333333333333,4.25,1.38
1473,2008/2009,2009-04-25,2009-04-25,Man United,Tottenham,5,2,H,7,3,2,5,5,-2,6,0,6,54.0,38.0,21.0,36.0,48.0,4.0,64.0,18.0,59.0,1,-1,1.4233333333333331,4.0,8.033333333333333
1474,2008/2009,2009-04-25,2009-04-25,West Brom,Sunderland,3,0,H,5,0,4,3,1,-3,3,0,3,28.0,31.0,59.0,43.0,-16.0,-15.0,18.0,14.0,-12.0,-1,-3,2.4499999999999997,3.183333333333333,2.823333333333333
1475,2008/2009,2009-04-25,2009-04-25,West Ham,Chelsea,0,1,A,0,1,1,0,-1,1,0,3,-3,38.0,55.0,37.0,20.0,0.0,30.0,26.0,41.0,6.0,1,1,4.516666666666667,3.35,1.8
1476,2008/2009,2009-04-26,2009-05-02,Arsenal,Middlesbrough,2,0,H,5,0,0,4,5,-4,3,0,3,58.0,25.0,32.0,47.0,15.0,-23.0,32.0,8.0,18.0,2,-9,1.45,4.066666666666666,7.333333333333333
1477,2008/2009,2009-04-26,2009-05-02,Blackburn,Wigan,2,0,H,3,0,3,2,0,-2,3,0,3,35.0,31.0,55.0,36.0,-8.0,-17.0,18.0,19.0,-9.0,1,-1,1.8833333333333335,3.3333333333333335,4.0
1478,2008/2009,2009-04-27,2009-05-02,Newcastle,Portsmouth,0,0,D,0,0,0,3,0,-3,1,1,0,37.0,35.0,53.0,50.0,-9.0,-19.0,18.0,13.0,-6.0,-3,-1,2.0,3.3166666666666664,3.6166666666666667
1479,2008/2009,2009-05-02,2009-05-02,Chelsea,Fulham,3,1,H,3,1,1,3,2,-2,3,0,3,56.0,34.0,20.0,28.0,26.0,2.0,36.0,19.0,24.0,0,0,1.4933333333333334,3.783333333333333,6.833333333333333
1480,2008/2009,2009-05-02,2009-05-02,Man City,Blackburn,3,1,H,3,3,1,3,2,0,3,0,3,53.0,35.0,45.0,55.0,15.0,-21.0,33.0,20.0,14.0,1,-3,1.8833333333333335,3.3166666666666664,4.083333333333333
1481,2008/2009,2009-05-02,2009-05-02,Middlesbrough,Man United,0,2,A,0,2,4,0,-4,2,0,3,-3,25.0,61.0,47.0,23.0,-1.0,19.0,27.0,31.0,4.0,0,1,6.3999999999999995,3.783333333333333,1.5233333333333334
1482,2008/2009,2009-05-02,2009-05-02,Portsmouth,Arsenal,0,3,A,0,5,3,0,-3,5,0,3,-3,35.0,58.0,50.0,32.0,-5.0,15.0,25.0,33.0,1.0,1,0,3.3333333333333335,3.233333333333333,2.15
1483,2008/2009,2009-05-02,2009-05-02,Stoke,West Ham,0,1,A,0,1,1,0,-1,1,0,3,-3,33.0,38.0,49.0,38.0,0.0,-4.0,38.0,20.0,21.0,1,0,2.4066666666666667,3.2000000000000006,2.866666666666667
1484,2008/2009,2009-05-02,2009-05-02,Tottenham,West Brom,1,0,H,1,0,0,1,1,-1,3,0,3,41.0,33.0,41.0,63.0,10.0,-29.0,35.0,7.0,15.0,4,-1,1.4833333333333334,3.8666666666666667,6.833333333333333
1485,2008/2009,2009-05-02,2009-05-02,Wigan,Bolton,0,0,D,0,0,2,0,-2,0,1,1,0,31.0,40.0,36.0,51.0,-1.0,-8.0,34.0,14.0,15.0,-1,-2,2.1,3.216666666666667,3.466666666666667
1486,2008/2009,2009-05-03,2009-05-09,Liverpool,Newcastle,3,0,H,6,0,0,3,6,-3,3,0,3,66.0,37.0,26.0,53.0,26.0,-9.0,37.0,12.0,30.0,0,-1,1.2566666666666666,5.166666666666667,11.166666666666666
1487,2008/2009,2009-05-03,2009-05-09,Sunderland,Everton,0,2,A,0,2,2,0,-2,2,0,3,-3,31.0,48.0,46.0,36.0,-7.0,2.0,21.0,27.0,-6.0,1,0,2.4,3.216666666666667,2.8666666666666667
1488,2008/2009,2009-05-04,2009-05-09,Aston Villa,Hull,1,0,H,2,1,3,3,-1,-2,3,0,3,50.0,37.0,44.0,59.0,10.0,-9.0,26.0,20.0,7.0,0,-3,1.5433333333333337,3.716666666666667,6.2
1489,2008/2009,2009-05-09,2009-05-09,Blackburn,Portsmouth,2,0,H,2,0,0,2,2,-2,3,0,3,38.0,35.0,58.0,53.0,-8.0,-22.0,21.0,14.0,-6.0,2,0,1.9666666666666668,3.1833333333333336,3.9
1490,2008/2009,2009-05-09,2009-05-09,Bolton,Sunderland,0,0,D,0,0,0,2,0,-2,1,1,0,40.0,31.0,51.0,46.0,-3.0,-18.0,24.0,14.0,0.0,0,-4,2.1333333333333333,3.233333333333333,3.3666666666666667
1491,2008/2009,2009-05-09,2009-05-09,Everton,Tottenham,0,0,D,2,0,0,0,2,0,1,1,0,48.0,42.0,36.0,41.0,11.0,2.0,26.0,18.0,5.0,-1,-2,2.2333333333333334,3.25,3.1166666666666667
1492,2008/2009,2009-05-09,2009-05-09,Fulham,Aston Villa,3,1,H,3,2,1,3,2,-1,3,0,3,35.0,50.0,31.0,44.0,14.0,7.0,39.0,31.0,18.0,1,0,2.54,3.2000000000000006,2.6999999999999997
1493,2008/2009,2009-05-09,2009-05-09,Hull,Stoke,1,2,A,1,2,3,1,-2,1,0,3,-3,37.0,33.0,59.0,50.0,-14.0,-18.0,14.0,7.0,-18.0,-1,-1,2.0833333333333335,3.25,3.4499999999999997
1494,2008/2009,2009-05-09,2009-05-09,West Brom,Wigan,3,1,H,3,1,1,3,2,-2,3,0,3,33.0,31.0,64.0,38.0,-15.0,-19.0,21.0,19.0,-9.0,1,-2,2.3833333333333333,3.3166666666666664,2.8000000000000003
1495,2008/2009,2009-05-09,2009-05-09,West Ham,Liverpool,0,3,A,0,6,3,0,-3,6,0,3,-3,39.0,66.0,38.0,26.0,-1.0,24.0,26.0,40.0,3.0,-1,3,6.3999999999999995,3.733333333333333,1.5233333333333334
1496,2008/2009,2009-05-10,2009-05-16,Arsenal,Chelsea,1,4,A,1,4,4,1,-3,3,0,3,-3,63.0,59.0,32.0,21.0,20.0,31.0,35.0,44.0,21.0,3,2,2.516666666666667,3.1666666666666665,2.75
1497,2008/2009,2009-05-10,2009-05-16,Man United,Man City,2,0,H,4,1,1,4,3,-3,4,0,4,63.0,56.0,23.0,46.0,53.0,3.0,70.0,11.0,65.0,3,1,1.36,4.55,8.333333333333334
1498,2008/2009,2009-05-11,2009-05-16,Newcastle,Middlesbrough,3,1,H,3,2,2,4,1,-2,3,0,3,37.0,25.0,56.0,51.0,-9.0,-27.0,19.0,8.0,-6.0,0,-10,1.9666666666666668,3.283333333333333,3.733333333333333
